row,col,lat,lon,elev
26,12,13.058,80.156,17.8
26,13,13.058,80.164,17.2
26,14,13.058,80.172,16.6
26,15,13.058,80.18,16.0
26,16,13.058,80.188,15.4
26,17,13.058,80.196,14.8
26,18,13.058,80.204,14.2
26,19,13.058,80.212,13.6
26,20,13.058,80.22,13.0
26,21,13.058,80.228,12.4
26,22,13.058,80.236,11.8
26,23,13.058,80.244,11.2
26,24,13.058,80.252,10.6
26,25,13.058,80.26,10.0
26,26,13.058,80.268,9.4
26,27,13.058,80.276,8.8
26,28,13.058,80.284,8.2
26,29,13.058,80.292,7.6
26,30,13.058,80.3,7.0
26,31,13.058,80.308,6.4
26,32,13.058,80.316,5.8
27,0,13.066,80.06,25.0
27,1,13.066,80.068,24.4
27,2,13.066,80.076,23.8
27,3,13.066,80.084,23.2
27,4,13.066,80.092,22.6
27,5,13.066,80.1,22.0
27,6,13.066,80.108,21.4
27,7,13.066,80.116,20.8
27,8,13.066,80.124,20.2
27,9,13.066,80.132,19.6
27,10,13.066,80.14,19.0
27,11,13.066,80.148,18.4
27,12,13.066,80.156,17.8
27,13,13.066,80.164,17.2
27,14,13.066,80.172,16.6
27,15,13.066,80.18,16.0
27,16,13.066,80.188,15.4
27,17,13.066,80.196,14.8
27,18,13.066,80.204,14.2
27,19,13.066,80.212,13.6
27,20,13.066,80.22,13.0
27,21,13.066,80.228,12.4
27,22,13.066,80.236,11.8
27,23,13.066,80.244,11.2
27,24,13.066,80.252,10.6
27,25,13.066,80.26,10.0
27,26,13.066,80.268,9.4
27,27,13.066,80.276,8.8
27,28,13.066,80.284,8.2
27,29,13.066,80.292,7.6
27,30,13.066,80.3,7.0
27,31,13.066,80.308,6.4
27,32,13.066,80.316,5.8
28,0,13.074,80.06,25.0
28,1,13.074,80.068,24.4
28,2,13.074,80.076,23.8
28,3,13.074,80.084,23.2
28,4,13.074,80.092,22.6
28,5,13.074,80.1,22.0
28,6,13.074,80.108,21.4
28,7,13.074,80.116,20.8
28,8,13.074,80.124,20.2
28,9,13.074,80.132,19.6
28,10,13.074,80.14,19.0
28,11,13.074,80.148,18.4
28,12,13.074,80.156,17.8
28,13,13.074,80.164,17.2
28,14,13.074,80.172,16.6
28,15,13.074,80.18,16.0
28,16,13.074,80.188,15.4
28,17,13.074,80.196,14.8
28,18,13.074,80.204,14.2
28,19,13.074,80.212,13.6
28,20,13.074,80.22,13.0
28,21,13.074,80.228,12.4
28,22,13.074,80.236,11.8
28,23,13.074,80.244,11.2
28,24,13.074,80.252,10.6
28,25,13.074,80.26,10.0
28,26,13.074,80.268,9.4
28,27,13.074,80.276,8.8
28,28,13.074,80.284,8.2
28,29,13.074,80.292,7.6
28,30,13.074,80.3,7.0
28,31,13.074,80.308,6.4
28,32,13.074,80.316,5.8
29,0,13.082,80.06,25.0
29,1,13.082,80.068,24.4
29,2,13.082,80.076,23.8
29,3,13.082,80.084,23.2
29,4,13.082,80.092,22.6
29,5,13.082,80.1,22.0
29,6,13.082,80.108,21.4
29,7,13.082,80.116,20.8
29,8,13.082,80.124,20.2
29,9,13.082,80.132,19.6
29,10,13.082,80.14,19.0
29,11,13.082,80.148,18.4
29,12,13.082,80.156,17.8
29,13,13.082,80.164,17.2
29,14,13.082,80.172,16.6
29,15,13.082,80.18,16.0
29,16,13.082,80.188,15.4
29,17,13.082,80.196,14.8
29,18,13.082,80.204,14.2
29,19,13.082,80.212,13.6
29,20,13.082,80.22,13.0
29,21,13.082,80.228,12.4
29,22,13.082,80.236,11.8
29,23,13.082,80.244,11.2
29,24,13.082,80.252,10.6
29,25,13.082,80.26,10.0
29,26,13.082,80.268,9.4
29,27,13.082,80.276,8.8
29,28,13.082,80.284,8.2
29,29,13.082,80.292,7.6
29,30,13.082,80.3,7.0
29,31,13.082,80.308,6.4
29,32,13.082,80.316,5.8
30,0,13.09,80.06,25.0
30,1,13.09,80.068,24.4
30,2,13.09,80.076,23.8
30,3,13.09,80.084,23.2
30,4,13.09,80.092,22.6
30,5,13.09,80.1,22.0
30,6,13.09,80.108,21.4
30,7,13.09,80.116,20.8
30,8,13.09,80.124,20.2
30,9,13.09,80.132,19.6
30,10,13.09,80.14,19.0
30,11,13.09,80.148,18.4
30,12,13.09,80.156,17.8
30,13,13.09,80.164,17.2
30,14,13.09,80.172,16.6
30,15,13.09,80.18,16.0
30,16,13.09,80.188,15.4
30,17,13.09,80.196,14.8
30,18,13.09,80.204,14.2
30,19,13.09,80.212,13.6
30,20,13.09,80.22,13.0
30,21,13.09,80.228,12.4
30,22,13.09,80.236,11.8
30,23,13.09,80.244,11.2
30,24,13.09,80.252,10.6
30,25,13.09,80.26,10.0
30,26,13.09,80.268,9.4
30,27,13.09,80.276,8.8
30,28,13.09,80.284,8.2
30,29,13.09,80.292,7.6
30,30,13.09,80.3,7.0
30,31,13.09,80.308,6.4
30,32,13.09,80.316,5.8
31,0,13.098,80.06,25.0
31,1,13.098,80.068,24.4
31,2,13.098,80.076,23.8
31,3,13.098,80.084,23.2
31,4,13.098,80.092,22.6
31,5,13.098,80.1,22.0
31,6,13.098,80.108,21.4
31,7,13.098,80.116,20.8
31,8,13.098,80.124,20.2
31,9,13.098,80.132,19.6
31,10,13.098,80.14,19.0
31,11,13.098,80.148,18.4
31,12,13.098,80.156,17.8
31,13,13.098,80.164,17.2
31,14,13.098,80.172,16.6
31,15,13.098,80.18,16.0
31,16,13.098,80.188,15.4
31,17,13.098,80.196,14.8
31,18,13.098,80.204,14.2
31,19,13.098,80.212,13.6
31,20,13.098,80.22,13.0
31,21,13.098,80.228,12.4
31,22,13.098,80.236,11.8
31,23,13.098,80.244,11.2
31,24,13.098,80.252,10.6
31,25,13.098,80.26,10.0
31,26,13.098,80.268,9.4
31,27,13.098,80.276,8.8
31,28,13.098,80.284,8.2
31,29,13.098,80.292,7.6
31,30,13.098,80.3,7.0
31,31,13.098,80.308,6.4
31,32,13.098,80.316,5.8
32,0,13.106,80.06,25.0
32,1,13.106,80.068,24.4
32,2,13.106,80.076,23.8
32,3,13.106,80.084,23.2
32,4,13.106,80.092,22.6
32,5,13.106,80.1,22.0
32,6,13.106,80.108,21.4
32,7,13.106,80.116,20.8
32,8,13.106,80.124,20.2
32,9,13.106,80.132,19.6
32,10,13.106,80.14,19.0
32,11,13.106,80.148,18.4
32,12,13.106,80.156,17.8
32,13,13.106,80.164,17.2
32,14,13.106,80.172,16.6
32,15,13.106,80.18,16.0
32,16,13.106,80.188,15.4
32,17,13.106,80.196,14.8
32,18,13.106,80.204,14.2
32,19,13.106,80.212,13.6
32,20,13.106,80.22,13.0
32,21,13.106,80.228,12.4
32,22,13.106,80.236,11.8
32,23,13.106,80.244,11.2
32,24,13.106,80.252,10.6
32,25,13.106,80.26,10.0
32,26,13.106,80.268,9.4
32,27,13.106,80.276,8.8
32,28,13.106,80.284,8.2
32,29,13.106,80.292,7.6
32,30,13.106,80.3,7.0
32,31,13.106,80.308,6.4
32,32,13.106,80.316,5.8
33,0,13.114,80.06,25.0
33,1,13.114,80.068,24.4
33,2,13.114,80.076,23.8
33,3,13.114,80.084,23.2
33,4,13.114,80.092,22.6
33,5,13.114,80.1,22.0
33,6,13.114,80.108,21.4
33,7,13.114,80.116,20.8
33,8,13.114,80.124,20.2
33,9,13.114,80.132,19.6
33,10,13.114,80.14,19.0
33,11,13.114,80.148,25.0
33,12,13.114,80.156,20.0
33,13,13.114,80.164,14.0
33,14,13.114,80.172,15.0
33,15,13.114,80.18,15.0
33,16,13.114,80.188,13.0
33,17,13.114,80.196,10.0
33,18,13.114,80.204,13.0
33,19,13.114,80.212,15.0
33,20,13.114,80.22,16.0
33,21,13.114,80.228,15.0
33,22,13.114,80.236,12.0
33,23,13.114,80.244,12.0
33,24,13.114,80.252,10.0
33,25,13.114,80.26,7.0
33,26,13.114,80.268,5.0
33,27,13.114,80.276,5.0
33,28,13.114,80.284,9.0
33,29,13.114,80.292,11.0
33,30,13.114,80.3,7.0
33,31,13.114,80.308,0.0
33,32,13.114,80.316,0.0
34,0,13.122,80.06,37.0
34,1,13.122,80.068,36.0
34,2,13.122,80.076,35.0
34,3,13.122,80.084,30.0
34,4,13.122,80.092,33.0
34,5,13.122,80.1,30.0
34,6,13.122,80.108,37.0
34,7,13.122,80.116,30.0
34,8,13.122,80.124,23.0
34,9,13.122,80.132,27.0
34,10,13.122,80.14,21.0
34,11,13.122,80.148,28.0
34,12,13.122,80.156,24.0
34,13,13.122,80.164,22.0
34,14,13.122,80.172,12.0
34,15,13.122,80.18,11.0
34,16,13.122,80.188,12.0
34,17,13.122,80.196,11.0
34,18,13.122,80.204,13.0
34,19,13.122,80.212,12.0
34,20,13.122,80.22,14.0
34,21,13.122,80.228,12.0
34,22,13.122,80.236,12.0
34,23,13.122,80.244,8.0
34,24,13.122,80.252,9.0
34,25,13.122,80.26,9.0
34,26,13.122,80.268,5.0
34,27,13.122,80.276,8.0
34,28,13.122,80.284,9.0
34,29,13.122,80.292,12.0
34,30,13.122,80.3,0.0
34,31,13.122,80.308,0.0
34,32,13.122,80.316,0.0
35,0,13.13,80.06,40.0
35,1,13.13,80.068,44.0
35,2,13.13,80.076,40.0
35,3,13.13,80.084,39.0
35,4,13.13,80.092,44.0
35,5,13.13,80.1,35.0
35,6,13.13,80.108,35.0
35,7,13.13,80.116,30.0
35,8,13.13,80.124,29.0
35,9,13.13,80.132,32.0
35,10,13.13,80.14,22.0
35,11,13.13,80.148,21.0
35,12,13.13,80.156,29.0
35,13,13.13,80.164,18.0
35,14,13.13,80.172,18.0
35,15,13.13,80.18,13.0
35,16,13.13,80.188,17.0
35,17,13.13,80.196,10.0
35,18,13.13,80.204,14.0
35,19,13.13,80.212,13.0
35,20,13.13,80.22,10.0
35,21,13.13,80.228,10.0
35,22,13.13,80.236,7.0
35,23,13.13,80.244,10.0
35,24,13.13,80.252,9.0
35,25,13.13,80.26,8.0
35,26,13.13,80.268,7.0
35,27,13.13,80.276,9.0
35,28,13.13,80.284,4.0
35,29,13.13,80.292,8.0
35,30,13.13,80.3,0.0
35,31,13.13,80.308,0.0
35,32,13.13,80.316,0.0
36,0,13.138,80.06,42.0
36,1,13.138,80.068,56.0
36,2,13.138,80.076,43.0
36,3,13.138,80.084,38.0
36,4,13.138,80.092,39.0
36,5,13.138,80.1,30.0
36,6,13.138,80.108,30.0
36,7,13.138,80.116,30.0
36,8,13.138,80.124,26.0
36,9,13.138,80.132,30.0
36,10,13.138,80.14,21.0
36,11,13.138,80.148,14.0
36,12,13.138,80.156,21.0
36,13,13.138,80.164,13.0
36,14,13.138,80.172,21.0
36,15,13.138,80.18,15.0
36,16,13.138,80.188,14.0
36,17,13.138,80.196,9.0
36,18,13.138,80.204,12.0
36,19,13.138,80.212,9.0
36,20,13.138,80.22,7.0
36,21,13.138,80.228,10.0
36,22,13.138,80.236,10.0
36,23,13.138,80.244,9.0
36,24,13.138,80.252,10.0
36,25,13.138,80.26,5.0
36,26,13.138,80.268,2.0
36,27,13.138,80.276,2.0
36,28,13.138,80.284,4.0
36,29,13.138,80.292,10.0
36,30,13.138,80.3,0.0
36,31,13.138,80.308,0.0
36,32,13.138,80.316,0.0
37,0,13.146,80.06,38.0
37,1,13.146,80.068,41.0
37,2,13.146,80.076,38.0
37,3,13.146,80.084,31.0
37,4,13.146,80.092,24.0
37,5,13.146,80.1,23.0
37,6,13.146,80.108,23.0
37,7,13.146,80.116,21.0
37,8,13.146,80.124,20.0
37,9,13.146,80.132,20.0
37,10,13.146,80.14,13.0
37,11,13.146,80.148,13.0
37,12,13.146,80.156,13.0
37,13,13.146,80.164,13.0
37,14,13.146,80.172,13.0
37,15,13.146,80.18,16.0
37,16,13.146,80.188,16.0
37,17,13.146,80.196,10.0
37,18,13.146,80.204,12.0
37,19,13.146,80.212,6.0
37,20,13.146,80.22,9.0
37,21,13.146,80.228,9.0
37,22,13.146,80.236,12.0
37,23,13.146,80.244,8.0
37,24,13.146,80.252,12.0
37,25,13.146,80.26,5.0
37,26,13.146,80.268,3.0
37,27,13.146,80.276,4.0
37,28,13.146,80.284,3.0
37,29,13.146,80.292,8.0
37,30,13.146,80.3,11.0
37,31,13.146,80.308,0.0
37,32,13.146,80.316,0.0
38,0,13.154,80.06,28.0
38,1,13.154,80.068,33.0
38,2,13.154,80.076,33.0
38,3,13.154,80.084,34.0
38,4,13.154,80.092,29.0
38,5,13.154,80.1,28.0
38,6,13.154,80.108,20.0
38,7,13.154,80.116,19.0
38,8,13.154,80.124,17.0
38,9,13.154,80.132,16.0
38,10,13.154,80.14,17.0
38,11,13.154,80.148,16.0
38,12,13.154,80.156,14.0
38,13,13.154,80.164,13.0
38,14,13.154,80.172,13.0
38,15,13.154,80.18,13.0
38,16,13.154,80.188,13.0
38,17,13.154,80.196,16.0
38,18,13.154,80.204,20.0
38,19,13.154,80.212,13.0
38,20,13.154,80.22,6.0
38,21,13.154,80.228,10.0
38,22,13.154,80.236,7.0
38,23,13.154,80.244,8.0
38,24,13.154,80.252,9.0
38,25,13.154,80.26,5.0
38,26,13.154,80.268,3.0
38,27,13.154,80.276,6.0
38,28,13.154,80.284,3.0
38,29,13.154,80.292,3.0
38,30,13.154,80.3,12.0
38,31,13.154,80.308,0.0
38,32,13.154,80.316,0.0
39,0,13.162,80.06,26.0
39,1,13.162,80.068,26.0
39,2,13.162,80.076,28.0
39,3,13.162,80.084,34.0
39,4,13.162,80.092,38.0
39,5,13.162,80.1,27.0
39,6,13.162,80.108,22.0
39,7,13.162,80.116,28.0
39,8,13.162,80.124,19.0
39,9,13.162,80.132,21.0
39,10,13.162,80.14,23.0
39,11,13.162,80.148,20.0
39,12,13.162,80.156,24.0
39,13,13.162,80.164,13.0
39,14,13.162,80.172,13.0
39,15,13.162,80.18,13.0
39,16,13.162,80.188,13.0
39,17,13.162,80.196,20.0
39,18,13.162,80.204,16.0
39,19,13.162,80.212,7.0
39,20,13.162,80.22,6.0
39,21,13.162,80.228,7.0
39,22,13.162,80.236,14.0
39,23,13.162,80.244,12.0
39,24,13.162,80.252,5.0
39,25,13.162,80.26,7.0
39,26,13.162,80.268,3.0
39,27,13.162,80.276,5.0
39,28,13.162,80.284,7.0
39,29,13.162,80.292,2.0
39,30,13.162,80.3,11.0
39,31,13.162,80.308,7.0
39,32,13.162,80.316,0.0
40,0,13.17,80.06,26.0
40,1,13.17,80.068,26.0
40,2,13.17,80.076,27.0
40,3,13.17,80.084,29.0
40,4,13.17,80.092,30.0
40,5,13.17,80.1,25.0
40,6,13.17,80.108,28.0
40,7,13.17,80.116,25.0
40,8,13.17,80.124,22.0
40,9,13.17,80.132,26.0
40,10,13.17,80.14,25.0
40,11,13.17,80.148,24.0
40,12,13.17,80.156,25.0
40,13,13.17,80.164,19.0
40,14,13.17,80.172,13.0
40,15,13.17,80.18,13.0
40,16,13.17,80.188,13.0
40,17,13.17,80.196,12.0
40,18,13.17,80.204,9.0
40,19,13.17,80.212,6.0
40,20,13.17,80.22,5.0
40,21,13.17,80.228,5.0
40,22,13.17,80.236,12.0
40,23,13.17,80.244,6.0
40,24,13.17,80.252,7.0
40,25,13.17,80.26,9.0
40,26,13.17,80.268,10.0
40,27,13.17,80.276,5.0
40,28,13.17,80.284,5.0
40,29,13.17,80.292,3.0
40,30,13.17,80.3,6.0
40,31,13.17,80.308,9.0
40,32,13.17,80.316,0.0
41,0,13.178,80.06,26.0
41,1,13.178,80.068,23.0
41,2,13.178,80.076,24.0
41,3,13.178,80.084,26.0
41,4,13.178,80.092,30.0
41,5,13.178,80.1,32.0
41,6,13.178,80.108,33.0
41,7,13.178,80.116,34.0
41,8,13.178,80.124,28.0
41,9,13.178,80.132,37.0
41,10,13.178,80.14,32.0
41,11,13.178,80.148,23.0
41,12,13.178,80.156,21.0
41,13,13.178,80.164,14.0
41,14,13.178,80.172,13.0
41,15,13.178,80.18,13.0
41,16,13.178,80.188,13.0
41,17,13.178,80.196,10.0
41,18,13.178,80.204,7.0
41,19,13.178,80.212,8.0
41,20,13.178,80.22,5.0
41,21,13.178,80.228,4.0
41,22,13.178,80.236,4.0
41,23,13.178,80.244,4.0
41,24,13.178,80.252,4.0
41,25,13.178,80.26,6.0
41,26,13.178,80.268,2.0
41,27,13.178,80.276,5.0
41,28,13.178,80.284,2.0
41,29,13.178,80.292,2.0
41,30,13.178,80.3,8.0
41,31,13.178,80.308,8.0
41,32,13.178,80.316,0.0
42,0,13.186,80.06,28.0
42,1,13.186,80.068,24.0
42,2,13.186,80.076,24.0
42,3,13.186,80.084,27.0
42,4,13.186,80.092,32.0
42,5,13.186,80.1,37.0
42,6,13.186,80.108,40.0
42,7,13.186,80.116,44.0
42,8,13.186,80.124,41.0
42,9,13.186,80.132,38.0
42,10,13.186,80.14,31.0
42,11,13.186,80.148,21.0
42,12,13.186,80.156,21.0
42,13,13.186,80.164,14.0
42,14,13.186,80.172,13.0
42,15,13.186,80.18,13.0
42,16,13.186,80.188,14.0
42,17,13.186,80.196,11.0
42,18,13.186,80.204,11.0
42,19,13.186,80.212,6.0
42,20,13.186,80.22,5.0
42,21,13.186,80.228,5.0
42,22,13.186,80.236,5.0
42,23,13.186,80.244,9.0
42,24,13.186,80.252,4.0
42,25,13.186,80.26,4.0
42,26,13.186,80.268,3.0
42,27,13.186,80.276,3.0
42,28,13.186,80.284,3.0
42,29,13.186,80.292,2.0
42,30,13.186,80.3,2.0
42,31,13.186,80.308,8.0
42,32,13.186,80.316,9.0
43,0,13.194,80.06,25.0
43,1,13.194,80.068,24.0
43,2,13.194,80.076,23.0
43,3,13.194,80.084,22.0
43,4,13.194,80.092,31.0
43,5,13.194,80.1,36.0
43,6,13.194,80.108,36.0
43,7,13.194,80.116,42.0
43,8,13.194,80.124,35.0
43,9,13.194,80.132,36.0
43,10,13.194,80.14,34.0
43,11,13.194,80.148,27.0
43,12,13.194,80.156,32.0
43,13,13.194,80.164,28.0
43,14,13.194,80.172,20.0
43,15,13.194,80.18,17.0
43,16,13.194,80.188,14.0
43,17,13.194,80.196,10.0
43,18,13.194,80.204,9.0
43,19,13.194,80.212,7.0
43,20,13.194,80.22,7.0
43,21,13.194,80.228,6.0
43,22,13.194,80.236,5.0
43,23,13.194,80.244,4.0
43,24,13.194,80.252,5.0
43,25,13.194,80.26,3.0
43,26,13.194,80.268,3.0
43,27,13.194,80.276,3.0
43,28,13.194,80.284,2.0
43,29,13.194,80.292,3.0
43,30,13.194,80.3,2.0
43,31,13.194,80.308,4.0
43,32,13.194,80.316,6.0
44,0,13.202,80.06,25.0
44,1,13.202,80.068,25.0
44,2,13.202,80.076,23.0
44,3,13.202,80.084,22.0
44,4,13.202,80.092,30.0
44,5,13.202,80.1,30.0
44,6,13.202,80.108,26.0
44,7,13.202,80.116,28.0
44,8,13.202,80.124,25.0
44,9,13.202,80.132,25.0
44,10,13.202,80.14,30.0
44,11,13.202,80.148,27.0
44,12,13.202,80.156,23.0
44,13,13.202,80.164,22.0
44,14,13.202,80.172,20.0
44,15,13.202,80.18,16.0
44,16,13.202,80.188,12.0
44,17,13.202,80.196,11.0
44,18,13.202,80.204,9.0
44,19,13.202,80.212,10.0
44,20,13.202,80.22,8.0
44,21,13.202,80.228,9.0
44,22,13.202,80.236,6.0
44,23,13.202,80.244,5.0
44,24,13.202,80.252,3.0
44,25,13.202,80.26,4.0
44,26,13.202,80.268,6.0
44,27,13.202,80.276,6.0
44,28,13.202,80.284,2.0
44,29,13.202,80.292,2.0
44,30,13.202,80.3,1.0
44,31,13.202,80.308,1.0
44,32,13.202,80.316,6.0
45,0,13.21,80.06,23.0
45,1,13.21,80.068,23.0
45,2,13.21,80.076,22.0
45,3,13.21,80.084,24.0
45,4,13.21,80.092,22.0
45,5,13.21,80.1,35.0
45,6,13.21,80.108,33.0
45,7,13.21,80.116,25.0
45,8,13.21,80.124,19.0
45,9,13.21,80.132,15.0
45,10,13.21,80.14,17.0
45,11,13.21,80.148,29.0
45,12,13.21,80.156,21.0
45,13,13.21,80.164,16.0
45,14,13.21,80.172,12.0
45,15,13.21,80.18,11.0
45,16,13.21,80.188,10.0
45,17,13.21,80.196,10.0
45,18,13.21,80.204,9.0
45,19,13.21,80.212,8.0
45,20,13.21,80.22,8.0
45,21,13.21,80.228,7.0
45,22,13.21,80.236,5.0
45,23,13.21,80.244,5.0
45,24,13.21,80.252,6.0
45,25,13.21,80.26,3.0
45,26,13.21,80.268,3.0
45,27,13.21,80.276,6.0
45,28,13.21,80.284,4.0
45,29,13.21,80.292,2.0
45,30,13.21,80.3,4.0
45,31,13.21,80.308,2.0
45,32,13.21,80.316,7.0
46,0,13.218,80.06,21.0
46,1,13.218,80.068,20.0
46,2,13.218,80.076,19.0
46,3,13.218,80.084,20.0
46,4,13.218,80.092,21.0
46,5,13.218,80.1,21.0
46,6,13.218,80.108,20.0
46,7,13.218,80.116,24.0
46,8,13.218,80.124,27.0
46,9,13.218,80.132,18.0
46,10,13.218,80.14,15.0
46,11,13.218,80.148,20.0
46,12,13.218,80.156,20.0
46,13,13.218,80.164,14.0
46,14,13.218,80.172,12.0
46,15,13.218,80.18,12.0
46,16,13.218,80.188,11.0
46,17,13.218,80.196,12.0
46,18,13.218,80.204,9.0
46,19,13.218,80.212,8.0
46,20,13.218,80.22,8.0
46,21,13.218,80.228,10.0
46,22,13.218,80.236,7.0
46,23,13.218,80.244,6.0
46,24,13.218,80.252,7.0
46,25,13.218,80.26,5.0
46,26,13.218,80.268,5.0
46,27,13.218,80.276,6.0
46,28,13.218,80.284,4.0
46,29,13.218,80.292,1.0
46,30,13.218,80.3,2.0
46,31,13.218,80.308,2.0
46,32,13.218,80.316,0.0
47,0,13.226,80.06,22.0
47,1,13.226,80.068,22.0
47,2,13.226,80.076,21.0
47,3,13.226,80.084,20.0
47,4,13.226,80.092,13.0
47,5,13.226,80.1,14.0
47,6,13.226,80.108,21.0
47,7,13.226,80.116,19.0
47,8,13.226,80.124,25.0
47,9,13.226,80.132,32.0
47,10,13.226,80.14,15.0
47,11,13.226,80.148,15.0
47,12,13.226,80.156,15.0
47,13,13.226,80.164,14.0
47,14,13.226,80.172,13.0
47,15,13.226,80.18,13.0
47,16,13.226,80.188,15.0
47,17,13.226,80.196,13.0
47,18,13.226,80.204,10.0
47,19,13.226,80.212,10.0
47,20,13.226,80.22,10.0
47,21,13.226,80.228,13.0
47,22,13.226,80.236,8.0
47,23,13.226,80.244,5.0
47,24,13.226,80.252,18.0
47,25,13.226,80.26,5.0
47,26,13.226,80.268,4.0
47,27,13.226,80.276,6.0
47,28,13.226,80.284,3.0
47,29,13.226,80.292,3.0
47,30,13.226,80.3,4.0
47,31,13.226,80.308,3.0
47,32,13.226,80.316,2.0
48,0,13.234,80.06,24.0
48,1,13.234,80.068,10.0
48,2,13.234,80.076,21.0
48,3,13.234,80.084,18.0
48,4,13.234,80.092,21.0
48,5,13.234,80.1,18.0
48,6,13.234,80.108,12.0
48,7,13.234,80.116,13.0
48,8,13.234,80.124,31.0
48,9,13.234,80.132,29.0
48,10,13.234,80.14,26.0
48,11,13.234,80.148,15.0
48,12,13.234,80.156,15.0
48,13,13.234,80.164,18.0
48,14,13.234,80.172,13.0
48,15,13.234,80.18,13.0
48,16,13.234,80.188,14.0
48,17,13.234,80.196,9.0
48,18,13.234,80.204,11.0
48,19,13.234,80.212,13.0
48,20,13.234,80.22,9.0
48,21,13.234,80.228,13.0
48,22,13.234,80.236,14.0
48,23,13.234,80.244,7.0
48,24,13.234,80.252,5.0
48,25,13.234,80.26,3.0
48,26,13.234,80.268,4.0
48,27,13.234,80.276,5.0
48,28,13.234,80.284,3.0
48,29,13.234,80.292,3.0
48,30,13.234,80.3,2.0
48,31,13.234,80.308,5.0
48,32,13.234,80.316,0.0
49,0,13.242,80.06,24.0
49,1,13.242,80.068,22.0
49,2,13.242,80.076,21.0
49,3,13.242,80.084,21.0
49,4,13.242,80.092,21.0
49,5,13.242,80.1,19.0
49,6,13.242,80.108,19.0
49,7,13.242,80.116,11.0
49,8,13.242,80.124,18.0
49,9,13.242,80.132,17.0
49,10,13.242,80.14,17.0
49,11,13.242,80.148,22.0
49,12,13.242,80.156,16.0
49,13,13.242,80.164,17.0
49,14,13.242,80.172,14.0
49,15,13.242,80.18,13.0
49,16,13.242,80.188,8.0
49,17,13.242,80.196,16.0
49,18,13.242,80.204,13.0
49,19,13.242,80.212,10.0
49,20,13.242,80.22,9.0
49,21,13.242,80.228,9.0
49,22,13.242,80.236,8.0
49,23,13.242,80.244,7.0
49,24,13.242,80.252,3.0
49,25,13.242,80.26,6.0
49,26,13.242,80.268,9.0
49,27,13.242,80.276,4.0
49,28,13.242,80.284,3.0
49,29,13.242,80.292,3.0
49,30,13.242,80.3,3.0
49,31,13.242,80.308,1.0
49,32,13.242,80.316,0.0
50,0,13.25,80.06,24.0
50,1,13.25,80.068,24.0
50,2,13.25,80.076,24.0
50,3,13.25,80.084,21.0
50,4,13.25,80.092,20.0
50,5,13.25,80.1,20.0
50,6,13.25,80.108,22.0
50,7,13.25,80.116,21.0
50,8,13.25,80.124,19.0
50,9,13.25,80.132,6.0
50,10,13.25,80.14,21.0
50,11,13.25,80.148,23.0
50,12,13.25,80.156,19.0
50,13,13.25,80.164,17.0
50,14,13.25,80.172,15.0
50,15,13.25,80.18,14.0
50,16,13.25,80.188,18.0
50,17,13.25,80.196,16.0
50,18,13.25,80.204,11.0
50,19,13.25,80.212,11.0
50,20,13.25,80.22,9.0
50,21,13.25,80.228,8.0
50,22,13.25,80.236,6.0
50,23,13.25,80.244,6.0
50,24,13.25,80.252,6.0
50,25,13.25,80.26,6.0
50,26,13.25,80.268,6.0
50,27,13.25,80.276,5.0
50,28,13.25,80.284,5.0
50,29,13.25,80.292,6.0
50,30,13.25,80.3,5.0
50,31,13.25,80.308,2.0
50,32,13.25,80.316,1.0
