row,col,lat,lon,elevation_m,flow_accumulation_cells,catchment_km2,twi,slope_deg
25,15,13.05,80.18,16.0,16.0,12.0348,16.45,0.04
25,16,13.05,80.188,15.4,17.0,12.787,16.51,0.04
25,17,13.05,80.196,14.8,18.0,13.5392,16.56,0.04
25,18,13.05,80.204,14.2,19.0,14.2913,16.62,0.04
25,19,13.05,80.212,13.6,20.0,15.0435,16.67,0.04
25,20,13.05,80.22,13.0,21.0,15.7957,16.72,0.04
25,21,13.05,80.228,12.4,22.0,16.5479,16.76,0.04
25,22,13.05,80.236,11.8,23.0,17.3001,16.81,0.04
25,23,13.05,80.244,11.2,24.0,18.0522,16.85,0.04
25,24,13.05,80.252,10.6,25.0,18.8044,16.89,0.04
25,25,13.05,80.26,10.0,26.0,19.5566,16.93,0.04
25,26,13.05,80.268,9.4,27.0,20.3088,16.97,0.04
25,27,13.05,80.276,8.8,28.0,21.0609,17.0,0.04
25,28,13.05,80.284,8.2,29.0,21.8131,17.04,0.04
25,29,13.05,80.292,7.6,30.0,22.5653,17.07,0.04
25,30,13.05,80.3,7.0,31.0,23.3175,17.11,0.04
25,31,13.05,80.308,6.4,32.0,24.0696,17.14,0.04
25,32,13.05,80.316,5.8,33.0,24.8218,17.17,0.05
26,0,13.058,80.06,25.0,1.0,0.7522,13.67,0.04
26,1,13.058,80.068,24.4,2.0,1.5044,14.37,0.04
26,2,13.058,80.076,23.8,3.0,2.2565,14.77,0.04
26,3,13.058,80.084,23.2,4.0,3.0087,15.06,0.04
26,4,13.058,80.092,22.6,5.0,3.7609,15.28,0.04
26,5,13.058,80.1,22.0,6.0,4.5131,15.46,0.04
26,6,13.058,80.108,21.4,7.0,5.2652,15.62,0.04
26,7,13.058,80.116,20.8,8.0,6.0174,15.75,0.04
26,8,13.058,80.124,20.2,9.0,6.7696,15.87,0.04
26,9,13.058,80.132,19.6,10.0,7.5218,15.98,0.04
26,10,13.058,80.14,19.0,11.0,8.2739,16.07,0.04
26,11,13.058,80.148,18.4,12.0,9.0261,16.16,0.04
26,12,13.058,80.156,17.8,13.0,9.7783,16.24,0.04
26,13,13.058,80.164,17.2,14.0,10.5305,16.31,0.04
26,14,13.058,80.172,16.6,15.0,11.2826,16.38,0.04
26,15,13.058,80.18,16.0,16.0,12.0348,16.45,0.04
26,16,13.058,80.188,15.4,17.0,12.787,16.51,0.04
26,17,13.058,80.196,14.8,18.0,13.5392,16.56,0.04
26,18,13.058,80.204,14.2,19.0,14.2913,16.62,0.04
26,19,13.058,80.212,13.6,20.0,15.0435,16.67,0.04
26,20,13.058,80.22,13.0,21.0,15.7957,16.72,0.04
26,21,13.058,80.228,12.4,22.0,16.5479,16.76,0.04
26,22,13.058,80.236,11.8,23.0,17.3001,16.81,0.04
26,23,13.058,80.244,11.2,24.0,18.0522,16.85,0.04
26,24,13.058,80.252,10.6,25.0,18.8044,16.89,0.04
26,25,13.058,80.26,10.0,26.0,19.5566,16.93,0.04
26,26,13.058,80.268,9.4,27.0,20.3088,16.97,0.04
26,27,13.058,80.276,8.8,28.0,21.0609,17.0,0.04
26,28,13.058,80.284,8.2,29.0,21.8131,17.04,0.04
26,29,13.058,80.292,7.6,30.0,22.5653,17.07,0.04
26,30,13.058,80.3,7.0,31.0,23.3175,17.11,0.04
26,31,13.058,80.308,6.4,32.0,24.0696,17.14,0.04
26,32,13.058,80.316,5.8,33.0,24.8218,17.17,0.05
27,0,13.066,80.06,25.0,1.0,0.7522,13.67,0.04
27,1,13.066,80.068,24.4,2.0,1.5044,14.37,0.04
27,2,13.066,80.076,23.8,3.0,2.2565,14.77,0.04
27,3,13.066,80.084,23.2,4.0,3.0087,15.06,0.04
27,4,13.066,80.092,22.6,5.0,3.7609,15.28,0.04
27,5,13.066,80.1,22.0,6.0,4.5131,15.46,0.04
27,6,13.066,80.108,21.4,7.0,5.2652,15.62,0.04
27,7,13.066,80.116,20.8,8.0,6.0174,15.75,0.04
27,8,13.066,80.124,20.2,9.0,6.7696,15.87,0.04
27,9,13.066,80.132,19.6,10.0,7.5218,15.98,0.04
27,10,13.066,80.14,19.0,11.0,8.2739,16.07,0.04
27,11,13.066,80.148,18.4,12.0,9.0261,16.16,0.04
27,12,13.066,80.156,17.8,13.0,9.7783,16.24,0.04
27,13,13.066,80.164,17.2,14.0,10.5305,16.31,0.04
27,14,13.066,80.172,16.6,15.0,11.2826,16.38,0.04
27,15,13.066,80.18,16.0,16.0,12.0348,16.45,0.04
27,16,13.066,80.188,15.4,17.0,12.787,16.51,0.04
27,17,13.066,80.196,14.8,18.0,13.5392,16.56,0.04
27,18,13.066,80.204,14.2,19.0,14.2913,16.62,0.04
27,19,13.066,80.212,13.6,20.0,15.0435,16.67,0.04
27,20,13.066,80.22,13.0,21.0,15.7957,16.72,0.04
27,21,13.066,80.228,12.4,22.0,16.5479,16.76,0.04
27,22,13.066,80.236,11.8,23.0,17.3001,16.81,0.04
27,23,13.066,80.244,11.2,24.0,18.0522,16.85,0.04
27,24,13.066,80.252,10.6,25.0,18.8044,16.89,0.04
27,25,13.066,80.26,10.0,26.0,19.5566,16.93,0.04
27,26,13.066,80.268,9.4,27.0,20.3088,16.97,0.04
27,27,13.066,80.276,8.8,28.0,21.0609,17.0,0.04
27,28,13.066,80.284,8.2,29.0,21.8131,17.04,0.04
27,29,13.066,80.292,7.6,30.0,22.5653,17.07,0.04
27,30,13.066,80.3,7.0,31.0,23.3175,17.11,0.04
27,31,13.066,80.308,6.4,32.0,24.0696,17.14,0.04
27,32,13.066,80.316,5.8,33.0,24.8218,17.17,0.05
28,0,13.074,80.06,25.0,1.0,0.7522,13.67,0.04
28,1,13.074,80.068,24.4,2.0,1.5044,14.37,0.04
28,2,13.074,80.076,23.8,3.0,2.2565,14.77,0.04
28,3,13.074,80.084,23.2,4.0,3.0087,15.06,0.04
28,4,13.074,80.092,22.6,5.0,3.7609,15.28,0.04
28,5,13.074,80.1,22.0,6.0,4.5131,15.46,0.04
28,6,13.074,80.108,21.4,7.0,5.2652,15.62,0.04
28,7,13.074,80.116,20.8,8.0,6.0174,15.75,0.04
28,8,13.074,80.124,20.2,9.0,6.7696,15.87,0.04
28,9,13.074,80.132,19.6,10.0,7.5218,15.98,0.04
28,10,13.074,80.14,19.0,11.0,8.2739,16.07,0.04
28,11,13.074,80.148,18.4,12.0,9.0261,16.16,0.04
28,12,13.074,80.156,17.8,13.0,9.7783,16.24,0.04
28,13,13.074,80.164,17.2,14.0,10.5305,16.31,0.04
28,14,13.074,80.172,16.6,15.0,11.2826,16.38,0.04
28,15,13.074,80.18,16.0,16.0,12.0348,16.45,0.04
28,16,13.074,80.188,15.4,17.0,12.787,16.51,0.04
28,17,13.074,80.196,14.8,18.0,13.5392,16.56,0.04
28,18,13.074,80.204,14.2,19.0,14.2913,16.62,0.04
28,19,13.074,80.212,13.6,20.0,15.0435,16.67,0.04
28,20,13.074,80.22,13.0,21.0,15.7957,16.72,0.04
28,21,13.074,80.228,12.4,22.0,16.5479,16.76,0.04
28,22,13.074,80.236,11.8,23.0,17.3001,16.81,0.04
28,23,13.074,80.244,11.2,24.0,18.0522,16.85,0.04
28,24,13.074,80.252,10.6,25.0,18.8044,16.89,0.04
28,25,13.074,80.26,10.0,26.0,19.5566,16.93,0.04
28,26,13.074,80.268,9.4,27.0,20.3088,16.97,0.04
28,27,13.074,80.276,8.8,28.0,21.0609,17.0,0.04
28,28,13.074,80.284,8.2,29.0,21.8131,17.04,0.04
28,29,13.074,80.292,7.6,30.0,22.5653,17.07,0.04
28,30,13.074,80.3,7.0,31.0,23.3175,17.11,0.04
28,31,13.074,80.308,6.4,32.0,24.0696,17.14,0.04
28,32,13.074,80.316,5.8,33.0,24.8218,17.17,0.05
29,0,13.082,80.06,25.0,1.0,0.7522,13.67,0.04
29,1,13.082,80.068,24.4,2.0,1.5044,14.37,0.04
29,2,13.082,80.076,23.8,3.0,2.2565,14.77,0.04
29,3,13.082,80.084,23.2,4.0,3.0087,15.06,0.04
29,4,13.082,80.092,22.6,5.0,3.7609,15.28,0.04
29,5,13.082,80.1,22.0,6.0,4.5131,15.46,0.04
29,6,13.082,80.108,21.4,7.0,5.2652,15.62,0.04
29,7,13.082,80.116,20.8,8.0,6.0174,15.75,0.04
29,8,13.082,80.124,20.2,9.0,6.7696,15.87,0.04
29,9,13.082,80.132,19.6,10.0,7.5218,15.98,0.04
29,10,13.082,80.14,19.0,11.0,8.2739,16.07,0.04
29,11,13.082,80.148,18.4,12.0,9.0261,16.16,0.04
29,12,13.082,80.156,17.8,13.0,9.7783,16.24,0.04
29,13,13.082,80.164,17.2,14.0,10.5305,16.31,0.04
29,14,13.082,80.172,16.6,15.0,11.2826,16.38,0.04
29,15,13.082,80.18,16.0,16.0,12.0348,16.45,0.04
29,16,13.082,80.188,15.4,17.0,12.787,16.51,0.04
29,17,13.082,80.196,14.8,18.0,13.5392,16.56,0.04
29,18,13.082,80.204,14.2,19.0,14.2913,16.62,0.04
29,19,13.082,80.212,13.6,20.0,15.0435,16.67,0.04
29,20,13.082,80.22,13.0,21.0,15.7957,16.72,0.04
29,21,13.082,80.228,12.4,22.0,16.5479,16.76,0.04
29,22,13.082,80.236,11.8,23.0,17.3001,16.81,0.04
29,23,13.082,80.244,11.2,24.0,18.0522,16.85,0.04
29,24,13.082,80.252,10.6,25.0,18.8044,16.89,0.04
29,25,13.082,80.26,10.0,26.0,19.5566,16.93,0.04
29,26,13.082,80.268,9.4,27.0,20.3088,16.97,0.04
29,27,13.082,80.276,8.8,28.0,21.0609,17.0,0.04
29,28,13.082,80.284,8.2,29.0,21.8131,17.04,0.04
29,29,13.082,80.292,7.6,30.0,22.5653,17.07,0.04
29,30,13.082,80.3,7.0,31.0,23.3175,17.11,0.04
29,31,13.082,80.308,6.4,32.0,24.0696,17.14,0.04
29,32,13.082,80.316,5.8,33.0,24.8218,17.17,0.05
30,0,13.09,80.06,25.0,1.0,0.7522,13.67,0.04
30,1,13.09,80.068,24.4,2.0,1.5044,14.37,0.04
30,2,13.09,80.076,23.8,3.0,2.2565,14.77,0.04
30,3,13.09,80.084,23.2,4.0,3.0087,15.06,0.04
30,4,13.09,80.092,22.6,5.0,3.7609,15.28,0.04
30,5,13.09,80.1,22.0,6.0,4.5131,15.46,0.04
30,6,13.09,80.108,21.4,7.0,5.2652,15.62,0.04
30,7,13.09,80.116,20.8,8.0,6.0174,15.75,0.04
30,8,13.09,80.124,20.2,9.0,6.7696,15.87,0.04
30,9,13.09,80.132,19.6,10.0,7.5218,15.98,0.04
30,10,13.09,80.14,19.0,11.0,8.2739,16.07,0.04
30,11,13.09,80.148,18.4,12.0,9.0261,16.16,0.04
30,12,13.09,80.156,17.8,13.0,9.7783,16.24,0.04
30,13,13.09,80.164,17.2,14.0,10.5305,16.31,0.04
30,14,13.09,80.172,16.6,15.0,11.2826,16.38,0.04
30,15,13.09,80.18,16.0,16.0,12.0348,16.45,0.04
30,16,13.09,80.188,15.4,17.0,12.787,16.51,0.04
30,17,13.09,80.196,14.8,18.0,13.5392,16.56,0.04
30,18,13.09,80.204,14.2,19.0,14.2913,16.62,0.04
30,19,13.09,80.212,13.6,20.0,15.0435,16.67,0.04
30,20,13.09,80.22,13.0,21.0,15.7957,16.72,0.04
30,21,13.09,80.228,12.4,22.0,16.5479,16.76,0.04
30,22,13.09,80.236,11.8,23.0,17.3001,16.81,0.04
30,23,13.09,80.244,11.2,24.0,18.0522,16.85,0.04
30,24,13.09,80.252,10.6,25.0,18.8044,16.89,0.04
30,25,13.09,80.26,10.0,26.0,19.5566,16.93,0.04
30,26,13.09,80.268,9.4,27.0,20.3088,16.97,0.04
30,27,13.09,80.276,8.8,28.0,21.0609,17.0,0.04
30,28,13.09,80.284,8.2,29.0,21.8131,17.04,0.04
30,29,13.09,80.292,7.6,30.0,22.5653,17.07,0.04
30,30,13.09,80.3,7.0,31.0,23.3175,17.11,0.04
30,31,13.09,80.308,6.4,32.0,24.0696,17.14,0.04
30,32,13.09,80.316,5.8,33.0,24.8218,17.17,0.05
31,0,13.098,80.06,25.0,1.0,0.7522,13.67,0.04
31,1,13.098,80.068,24.4,2.0,1.5044,14.37,0.04
31,2,13.098,80.076,23.8,3.0,2.2565,14.77,0.04
31,3,13.098,80.084,23.2,4.0,3.0087,15.06,0.04
31,4,13.098,80.092,22.6,5.0,3.7609,15.28,0.04
31,5,13.098,80.1,22.0,6.0,4.5131,15.46,0.04
31,6,13.098,80.108,21.4,7.0,5.2652,15.62,0.04
31,7,13.098,80.116,20.8,8.0,6.0174,15.75,0.04
31,8,13.098,80.124,20.2,9.0,6.7696,15.87,0.04
31,9,13.098,80.132,19.6,10.0,7.5218,15.98,0.04
31,10,13.098,80.14,19.0,11.0,8.2739,16.07,0.04
31,11,13.098,80.148,18.4,12.0,9.0261,16.16,0.04
31,12,13.098,80.156,17.8,13.0,9.7783,16.24,0.04
31,13,13.098,80.164,17.2,14.0,10.5305,16.31,0.04
31,14,13.098,80.172,16.6,15.0,11.2826,16.38,0.04
31,15,13.098,80.18,16.0,16.0,12.0348,16.45,0.04
31,16,13.098,80.188,15.4,17.0,12.787,16.51,0.04
31,17,13.098,80.196,14.8,18.0,13.5392,16.56,0.04
31,18,13.098,80.204,14.2,19.0,14.2913,16.62,0.04
31,19,13.098,80.212,13.6,20.0,15.0435,16.67,0.04
31,20,13.098,80.22,13.0,21.0,15.7957,16.72,0.04
31,21,13.098,80.228,12.4,22.0,16.5479,16.76,0.04
31,22,13.098,80.236,11.8,23.0,17.3001,16.81,0.04
31,23,13.098,80.244,11.2,24.0,18.0522,16.85,0.04
31,24,13.098,80.252,10.6,25.0,18.8044,16.89,0.04
31,25,13.098,80.26,10.0,26.0,19.5566,16.93,0.04
31,26,13.098,80.268,9.4,27.0,20.3088,16.97,0.04
31,27,13.098,80.276,8.8,28.0,21.0609,17.0,0.04
31,28,13.098,80.284,8.2,29.0,21.8131,17.04,0.04
31,29,13.098,80.292,7.6,30.0,22.5653,17.07,0.04
31,30,13.098,80.3,7.0,31.0,23.3175,17.11,0.04
31,31,13.098,80.308,6.4,32.0,24.0696,17.14,0.04
31,32,13.098,80.316,5.8,33.0,24.8218,17.17,0.05
32,0,13.106,80.06,25.0,1.0,0.7522,13.67,0.04
32,1,13.106,80.068,24.4,2.0,1.5044,14.37,0.04
32,2,13.106,80.076,23.8,3.0,2.2565,14.77,0.04
32,3,13.106,80.084,23.2,4.0,3.0087,15.06,0.04
32,4,13.106,80.092,22.6,5.0,3.7609,15.28,0.04
32,5,13.106,80.1,22.0,6.0,4.5131,15.46,0.04
32,6,13.106,80.108,21.4,7.0,5.2652,15.62,0.04
32,7,13.106,80.116,20.8,8.0,6.0174,15.75,0.04
32,8,13.106,80.124,20.2,9.0,6.7696,15.87,0.04
32,9,13.106,80.132,19.6,10.0,7.5218,15.98,0.04
32,10,13.106,80.14,19.0,11.0,8.2739,16.07,0.04
32,11,13.106,80.148,18.4,43.0,32.3436,17.43,0.04
32,12,13.106,80.156,17.8,44.0,33.0958,16.33,0.178
32,13,13.106,80.164,17.2,1.0,0.7522,12.37,0.211
32,14,13.106,80.172,16.6,1.0,0.7522,12.92,0.121
32,15,13.106,80.18,16.0,1.0,0.7522,12.78,0.14
32,16,13.106,80.188,15.4,1.0,0.7522,12.19,0.252
32,17,13.106,80.196,14.8,1.0,0.7522,11.96,0.317
32,18,13.106,80.204,14.2,1.0,0.7522,12.44,0.196
32,19,13.106,80.212,13.6,1.0,0.7522,13.67,0.04
32,20,13.106,80.22,13.0,3.0,2.2565,14.77,0.04
32,21,13.106,80.228,12.4,4.0,3.0087,15.06,0.04
32,22,13.106,80.236,11.8,5.0,3.7609,15.28,0.04
32,23,13.106,80.244,11.2,6.0,4.5131,15.46,0.056
32,24,13.106,80.252,10.6,1.0,0.7522,12.6,0.168
32,25,13.106,80.26,10.0,1.0,0.7522,12.27,0.234
32,26,13.106,80.268,9.4,1.0,0.7522,12.05,0.291
32,27,13.106,80.276,8.8,1.0,0.7522,12.2,0.251
32,28,13.106,80.284,8.2,1.0,0.7522,12.71,0.15
32,29,13.106,80.292,7.6,1.0,0.7522,13.67,0.04
32,30,13.106,80.3,7.0,2.0,1.5044,12.62,0.327
32,31,13.106,80.308,6.4,1.0,0.7522,11.67,0.423
32,32,13.106,80.316,5.8,1.0,0.7522,11.77,0.383
33,0,13.114,80.06,25.0,3.0,2.2565,14.77,0.04
33,1,13.114,80.068,24.4,6.0,4.5131,15.46,0.04
33,2,13.114,80.076,23.8,8.0,6.0174,15.75,0.04
33,3,13.114,80.084,23.2,12.0,9.0261,16.16,0.04
33,4,13.114,80.092,22.6,15.0,11.2826,16.38,0.04
33,5,13.114,80.1,22.0,17.0,12.787,16.51,0.04
33,6,13.114,80.108,21.4,19.0,14.2913,16.62,0.04
33,7,13.114,80.116,20.8,21.0,15.7957,16.72,0.04
33,8,13.114,80.124,20.2,26.0,19.5566,16.93,0.04
33,9,13.114,80.132,19.6,28.0,21.0609,17.0,0.04
33,10,13.114,80.14,19.0,30.0,22.5653,17.07,0.028
33,11,13.114,80.148,25.0,1.0,0.7522,11.64,0.436
33,12,13.114,80.156,20.0,1.0,0.7522,11.74,0.396
33,13,13.114,80.164,14.0,49.0,36.8566,17.08,0.093
33,14,13.114,80.172,15.0,1.0,0.7522,12.43,0.198
33,15,13.114,80.18,15.0,1.0,0.7522,12.14,0.264
33,16,13.114,80.188,13.0,2.0,1.5044,13.12,0.198
33,17,13.114,80.196,10.0,6.0,4.5131,15.46,0.05
33,18,13.114,80.204,13.0,1.0,0.7522,12.43,0.198
33,19,13.114,80.212,15.0,1.0,0.7522,12.43,0.198
33,20,13.114,80.22,16.0,1.0,0.7522,12.43,0.198
33,21,13.114,80.228,15.0,1.0,0.7522,12.43,0.198
33,22,13.114,80.236,12.0,2.0,1.5044,13.18,0.187
33,23,13.114,80.244,12.0,1.0,0.7522,12.14,0.264
33,24,13.114,80.252,10.0,7.0,5.2652,14.38,0.198
33,25,13.114,80.26,7.0,10.0,7.5218,15.14,0.132
33,26,13.114,80.268,5.0,13.0,9.7783,16.24,0.05
33,27,13.114,80.276,5.0,16.0,12.0348,16.45,0.05
33,28,13.114,80.284,9.0,1.0,0.7522,12.14,0.264
33,29,13.114,80.292,11.0,1.0,0.7522,11.48,0.514
33,30,13.114,80.3,7.0,1.0,0.7522,11.59,0.462
33,31,13.114,80.308,0.0,5.0,3.7609,15.28,0.05
33,32,13.114,80.316,0.0,7.0,5.2652,15.62,0.05
34,0,13.122,80.06,37.0,2.0,1.5044,11.74,0.793
34,1,13.122,80.068,36.0,2.0,1.5044,11.77,0.766
34,2,13.122,80.076,35.0,1.0,0.7522,11.12,0.74
34,3,13.122,80.084,30.0,3.0,2.2565,12.71,0.449
34,4,13.122,80.092,33.0,2.0,1.5044,11.88,0.687
34,5,13.122,80.1,30.0,1.0,0.7522,11.45,0.528
34,6,13.122,80.108,37.0,1.0,0.7522,10.78,1.03
34,7,13.122,80.116,30.0,1.0,0.7522,11.31,0.608
34,8,13.122,80.124,23.0,4.0,3.0087,13.89,0.185
34,9,13.122,80.132,27.0,1.0,0.7522,11.53,0.489
34,10,13.122,80.14,21.0,1.0,0.7522,12.84,0.132
34,11,13.122,80.148,28.0,1.0,0.7522,11.59,0.462
34,12,13.122,80.156,24.0,1.0,0.7522,11.57,0.467
34,13,13.122,80.164,22.0,1.0,0.7522,11.23,0.661
34,14,13.122,80.172,12.0,53.0,39.8653,17.5,0.066
34,15,13.122,80.18,11.0,57.0,42.874,17.72,0.05
34,16,13.122,80.188,12.0,58.0,43.6262,17.24,0.093
34,17,13.122,80.196,11.0,1.0,0.7522,13.53,0.066
34,18,13.122,80.204,13.0,1.0,0.7522,12.78,0.14
34,19,13.122,80.212,12.0,2.0,1.5044,13.88,0.093
34,20,13.122,80.22,14.0,1.0,0.7522,12.14,0.264
34,21,13.122,80.228,12.0,1.0,0.7522,12.27,0.234
34,22,13.122,80.236,12.0,1.0,0.7522,11.92,0.33
34,23,13.122,80.244,8.0,4.0,3.0087,15.06,0.047
34,24,13.122,80.252,9.0,1.0,0.7522,13.18,0.093
34,25,13.122,80.26,9.0,1.0,0.7522,12.14,0.264
34,26,13.122,80.268,5.0,2.0,1.5044,14.37,0.05
34,27,13.122,80.276,8.0,1.0,0.7522,12.43,0.198
34,28,13.122,80.284,9.0,1.0,0.7522,11.92,0.33
34,29,13.122,80.292,12.0,1.0,0.7522,11.05,0.793
34,30,13.122,80.3,0.0,3.0,2.2565,14.77,0.05
34,31,13.122,80.308,0.0,4.0,3.0087,15.06,0.05
34,32,13.122,80.316,0.0,5.0,3.7609,15.28,0.05
35,0,13.13,80.06,40.0,1.0,0.7522,12.43,0.198
35,1,13.13,80.068,44.0,1.0,0.7522,11.45,0.528
35,2,13.13,80.076,40.0,1.0,0.7522,11.57,0.467
35,3,13.13,80.084,39.0,1.0,0.7522,11.33,0.595
35,4,13.13,80.092,44.0,1.0,0.7522,11.13,0.727
35,5,13.13,80.1,35.0,1.0,0.7522,11.92,0.33
35,6,13.13,80.108,35.0,1.0,0.7522,11.92,0.33
35,7,13.13,80.116,30.0,2.0,1.5044,12.62,0.327
35,8,13.13,80.124,29.0,1.0,0.7522,11.74,0.396
35,9,13.13,80.132,32.0,1.0,0.7522,11.23,0.661
35,10,13.13,80.14,22.0,2.0,1.5044,12.49,0.374
35,11,13.13,80.148,21.0,2.0,1.5044,12.28,0.462
35,12,13.13,80.156,29.0,1.0,0.7522,11.11,0.747
35,13,13.13,80.164,18.0,1.0,0.7522,11.92,0.33
35,14,13.13,80.172,18.0,1.0,0.7522,11.74,0.396
35,15,13.13,80.18,13.0,2.0,1.5044,13.53,0.132
35,16,13.13,80.188,17.0,1.0,0.7522,11.59,0.462
35,17,13.13,80.196,10.0,63.0,47.3871,17.67,0.066
35,18,13.13,80.204,14.0,1.0,0.7522,12.14,0.264
35,19,13.13,80.212,13.0,1.0,0.7522,12.09,0.28
35,20,13.13,80.22,10.0,4.0,3.0087,13.82,0.198
35,21,13.13,80.228,10.0,1.0,0.7522,12.43,0.198
35,22,13.13,80.236,7.0,10.0,7.5218,15.98,0.05
35,23,13.13,80.244,10.0,1.0,0.7522,12.43,0.198
35,24,13.13,80.252,9.0,1.0,0.7522,12.49,0.187
35,25,13.13,80.26,8.0,1.0,0.7522,12.09,0.28
35,26,13.13,80.268,7.0,1.0,0.7522,11.92,0.33
35,27,13.13,80.276,9.0,1.0,0.7522,11.59,0.462
35,28,13.13,80.284,4.0,2.0,1.5044,13.88,0.093
35,29,13.13,80.292,8.0,1.0,0.7522,11.45,0.528
35,30,13.13,80.3,0.0,2.0,1.5044,14.37,0.05
35,31,13.13,80.308,0.0,3.0,2.2565,14.77,0.05
35,32,13.13,80.316,0.0,4.0,3.0087,15.06,0.05
36,0,13.138,80.06,42.0,1.0,0.7522,12.14,0.264
36,1,13.138,80.068,56.0,1.0,0.7522,10.82,0.991
36,2,13.138,80.076,43.0,1.0,0.7522,11.39,0.561
36,3,13.138,80.084,38.0,1.0,0.7522,11.24,0.654
36,4,13.138,80.092,39.0,1.0,0.7522,10.82,0.991
36,5,13.138,80.1,30.0,2.0,1.5044,12.28,0.462
36,6,13.138,80.108,30.0,1.0,0.7522,11.59,0.462
36,7,13.138,80.116,30.0,1.0,0.7522,11.33,0.595
36,8,13.138,80.124,26.0,1.0,0.7522,11.74,0.396
36,9,13.138,80.132,30.0,1.0,0.7522,11.04,0.794
36,10,13.138,80.14,21.0,1.0,0.7522,11.45,0.528
36,11,13.138,80.148,14.0,5.0,3.7609,15.14,0.066
36,12,13.138,80.156,21.0,1.0,0.7522,11.45,0.528
36,13,13.138,80.164,13.0,4.0,3.0087,15.06,0.05
36,14,13.138,80.172,21.0,5.0,3.7609,13.06,0.528
36,15,13.138,80.18,15.0,1.0,0.7522,12.84,0.132
36,16,13.138,80.188,14.0,1.0,0.7522,11.92,0.33
36,17,13.138,80.196,9.0,141.0,106.0569,18.62,0.05
36,18,13.138,80.204,12.0,142.0,106.809,17.04,0.28
36,19,13.138,80.212,9.0,1.0,0.7522,12.43,0.198
36,20,13.138,80.22,7.0,7.0,5.2652,15.62,0.047
36,21,13.138,80.228,10.0,1.0,0.7522,12.43,0.198
36,22,13.138,80.236,10.0,1.0,0.7522,12.43,0.198
36,23,13.138,80.244,9.0,1.0,0.7522,13.18,0.093
36,24,13.138,80.252,10.0,1.0,0.7522,11.92,0.33
36,25,13.138,80.26,5.0,3.0,2.2565,13.53,0.198
36,26,13.138,80.268,2.0,9.0,6.7696,15.87,0.05
36,27,13.138,80.276,2.0,15.0,11.2826,16.38,0.05
36,28,13.138,80.284,4.0,1.0,0.7522,12.84,0.132
36,29,13.138,80.292,10.0,1.0,0.7522,11.23,0.661
36,30,13.138,80.3,0.0,3.0,2.2565,14.77,0.05
36,31,13.138,80.308,0.0,4.0,3.0087,15.06,0.05
36,32,13.138,80.316,0.0,5.0,3.7609,15.28,0.05
37,0,13.146,80.06,38.0,2.0,1.5044,11.92,0.661
37,1,13.146,80.068,41.0,2.0,1.5044,12.01,0.607
37,2,13.146,80.076,38.0,1.0,0.7522,11.59,0.462
37,3,13.146,80.084,31.0,3.0,2.2565,12.68,0.462
37,4,13.146,80.092,24.0,8.0,6.0174,15.61,0.066
37,5,13.146,80.1,23.0,11.0,8.2739,15.18,0.14
37,6,13.146,80.108,23.0,2.0,1.5044,13.12,0.198
37,7,13.146,80.116,21.0,2.0,1.5044,13.18,0.187
37,8,13.146,80.124,20.0,2.0,1.5044,13.12,0.198
37,9,13.146,80.132,20.0,1.0,0.7522,11.59,0.462
37,10,13.146,80.14,13.0,49.0,36.8566,17.57,0.05
37,11,13.146,80.148,13.0,56.0,42.1219,17.7,0.05
37,12,13.146,80.156,13.0,57.0,42.874,17.72,0.05
37,13,13.146,80.164,13.0,58.0,43.6262,17.73,0.05
37,14,13.146,80.172,13.0,64.0,48.1393,17.83,0.05
37,15,13.146,80.18,16.0,65.0,48.8915,16.61,0.198
37,16,13.146,80.188,16.0,1.0,0.7522,11.74,0.396
37,17,13.146,80.196,10.0,76.0,57.1654,17.86,0.066
37,18,13.146,80.204,12.0,1.0,0.7522,11.74,0.396
37,19,13.146,80.212,6.0,153.0,115.083,18.7,0.05
37,20,13.146,80.22,9.0,154.0,115.8351,17.47,0.198
37,21,13.146,80.228,9.0,1.0,0.7522,12.78,0.14
37,22,13.146,80.236,12.0,1.0,0.7522,11.92,0.33
37,23,13.146,80.244,8.0,1.0,0.7522,13.67,0.047
37,24,13.146,80.252,12.0,1.0,0.7522,11.59,0.462
37,25,13.146,80.26,5.0,2.0,1.5044,13.47,0.14
37,26,13.146,80.268,3.0,1.0,0.7522,13.53,0.066
37,27,13.146,80.276,4.0,1.0,0.7522,12.84,0.132
37,28,13.146,80.284,3.0,1.0,0.7522,13.67,0.047
37,29,13.146,80.292,8.0,1.0,0.7522,11.8,0.374
37,30,13.146,80.3,11.0,1.0,0.7522,11.13,0.727
37,31,13.146,80.308,0.0,2.0,1.5044,14.37,0.05
37,32,13.146,80.316,0.0,3.0,2.2565,14.77,0.05
38,0,13.154,80.06,28.0,5.0,3.7609,14.45,0.132
38,1,13.154,80.068,33.0,1.0,0.7522,11.59,0.462
38,2,13.154,80.076,33.0,1.0,0.7522,11.92,0.33
38,3,13.154,80.084,34.0,1.0,0.7522,11.57,0.467
38,4,13.154,80.092,29.0,1.0,0.7522,11.92,0.33
38,5,13.154,80.1,28.0,1.0,0.7522,11.45,0.528
38,6,13.154,80.108,20.0,15.0,11.2826,16.24,0.066
38,7,13.154,80.116,19.0,25.0,18.8044,16.06,0.132
38,8,13.154,80.124,17.0,30.0,22.5653,16.93,0.066
