row,col,lat,lon,elevation_m,flow_accumulation_cells,catchment_km2,twi,slope_deg
12,21,12.946,80.228,1.0,59.0,44.3784,17.75,0.05
12,22,12.946,80.236,8.0,1.0,0.7522,11.59,0.462
12,23,12.946,80.244,5.0,1.0,0.7522,12.84,0.132
12,24,12.946,80.252,6.0,1.0,0.7522,12.09,0.28
12,25,12.946,80.26,9.0,1.0,0.7522,11.33,0.595
12,26,12.946,80.268,0.0,2.0,1.5044,14.37,0.05
12,27,12.946,80.276,0.0,3.0,2.2565,14.77,0.05
12,28,12.946,80.284,0.0,4.0,3.0087,15.06,0.05
12,29,12.946,80.292,0.0,5.0,3.7609,15.28,0.05
12,30,12.946,80.3,0.0,6.0,4.5131,15.46,0.05
12,31,12.946,80.308,0.0,7.0,5.2652,15.62,0.05
12,32,12.946,80.316,0.0,8.0,6.0174,15.75,0.05
13,0,12.954,80.06,27.0,1.0,0.7522,11.92,0.33
13,1,12.954,80.068,32.0,1.0,0.7522,10.97,0.859
13,2,12.954,80.076,19.0,2.0,1.5044,13.18,0.187
13,3,12.954,80.084,22.0,1.0,0.7522,11.59,0.462
13,4,12.954,80.092,16.0,2.0,1.5044,14.22,0.066
13,5,12.954,80.1,16.0,1.0,0.7522,13.18,0.093
13,6,12.954,80.108,15.0,8.0,6.0174,15.61,0.066
13,7,12.954,80.116,23.0,1.0,0.7522,11.45,0.528
13,8,12.954,80.124,17.0,5.0,3.7609,15.28,0.05
13,9,12.954,80.132,37.0,1.0,0.7522,10.54,1.321
13,10,12.954,80.14,34.0,1.0,0.7522,11.33,0.595
13,11,12.954,80.148,25.0,2.0,1.5044,12.14,0.528
13,12,12.954,80.156,17.0,7.0,5.2652,14.38,0.198
13,13,12.954,80.164,14.0,10.0,7.5218,15.08,0.14
13,14,12.954,80.172,12.0,2.0,1.5044,12.96,0.234
13,15,12.954,80.18,10.0,5.0,3.7609,14.04,0.198
13,16,12.954,80.188,10.0,1.0,0.7522,12.14,0.264
13,17,12.954,80.196,6.0,40.0,30.0871,16.12,0.198
13,18,12.954,80.204,3.0,42.0,31.5914,17.27,0.066
13,19,12.954,80.212,5.0,1.0,0.7522,12.49,0.187
13,20,12.954,80.22,5.0,1.0,0.7522,12.14,0.264
13,21,12.954,80.228,9.0,1.0,0.7522,11.45,0.528
13,22,12.954,80.236,6.0,1.0,0.7522,12.27,0.234
13,23,12.954,80.244,7.0,1.0,0.7522,12.84,0.132
13,24,12.954,80.252,5.0,3.0,2.2565,14.77,0.05
13,25,12.954,80.26,9.0,4.0,3.0087,12.72,0.595
13,26,12.954,80.268,0.0,5.0,3.7609,15.28,0.05
13,27,12.954,80.276,0.0,6.0,4.5131,15.46,0.05
13,28,12.954,80.284,0.0,7.0,5.2652,15.62,0.05
13,29,12.954,80.292,0.0,8.0,6.0174,15.75,0.05
13,30,12.954,80.3,0.0,9.0,6.7696,15.87,0.05
13,31,12.954,80.308,0.0,10.0,7.5218,15.98,0.05
13,32,12.954,80.316,0.0,11.0,8.2739,16.07,0.05
14,0,12.962,80.06,27.0,1.0,0.7522,11.93,0.327
14,1,12.962,80.068,25.0,1.0,0.7522,11.92,0.33
14,2,12.962,80.076,22.0,1.0,0.7522,12.43,0.198
14,3,12.962,80.084,21.0,1.0,0.7522,12.27,0.234
14,4,12.962,80.092,18.0,1.0,0.7522,12.43,0.198
14,5,12.962,80.1,15.0,2.0,1.5044,14.22,0.066
14,6,12.962,80.108,14.0,31.0,23.3175,17.11,0.05
14,7,12.962,80.116,21.0,32.0,24.0696,15.05,0.462
14,8,12.962,80.124,20.0,1.0,0.7522,12.09,0.28
14,9,12.962,80.132,22.0,1.0,0.7522,12.27,0.234
14,10,12.962,80.14,28.0,1.0,0.7522,11.59,0.462
14,11,12.962,80.148,24.0,1.0,0.7522,11.93,0.327
14,12,12.962,80.156,27.0,1.0,0.7522,11.23,0.661
14,13,12.962,80.164,23.0,2.0,1.5044,12.03,0.595
14,14,12.962,80.172,25.0,1.0,0.7522,10.97,0.859
14,15,12.962,80.18,13.0,4.0,3.0087,13.82,0.198
14,16,12.962,80.188,14.0,1.0,0.7522,11.8,0.374
14,17,12.962,80.196,12.0,1.0,0.7522,11.68,0.42
14,18,12.962,80.204,8.0,1.0,0.7522,11.92,0.33
14,19,12.962,80.212,3.0,20.0,15.0435,16.67,0.05
14,20,12.962,80.22,4.0,21.0,15.7957,15.48,0.198
14,21,12.962,80.228,1.0,35.0,26.3262,17.23,0.05
14,22,12.962,80.236,5.0,2.0,1.5044,12.84,0.264
14,23,12.962,80.244,13.0,1.0,0.7522,11.45,0.528
14,24,12.962,80.252,6.0,1.0,0.7522,13.53,0.066
14,25,12.962,80.26,9.0,1.0,0.7522,11.33,0.595
14,26,12.962,80.268,0.0,2.0,1.5044,14.37,0.05
14,27,12.962,80.276,0.0,3.0,2.2565,14.77,0.05
14,28,12.962,80.284,0.0,4.0,3.0087,15.06,0.05
14,29,12.962,80.292,0.0,5.0,3.7609,15.28,0.05
14,30,12.962,80.3,0.0,6.0,4.5131,15.46,0.05
14,31,12.962,80.308,0.0,7.0,5.2652,15.62,0.05
14,32,12.962,80.316,0.0,8.0,6.0174,15.75,0.05
15,0,12.97,80.06,25.0,1.0,0.7522,11.92,0.33
15,1,12.97,80.068,20.0,5.0,3.7609,15.14,0.066
15,2,12.97,80.076,19.0,7.0,5.2652,15.48,0.066
15,3,12.97,80.084,18.0,16.0,12.0348,16.45,0.05
15,4,12.97,80.092,22.0,17.0,12.787,14.76,0.33
15,5,12.97,80.1,17.0,19.0,14.2913,15.72,0.14
15,6,12.97,80.108,15.0,2.0,1.5044,14.22,0.066
15,7,12.97,80.116,14.0,38.0,28.5827,17.31,0.05
15,8,12.97,80.124,21.0,1.0,0.7522,11.59,0.462
15,9,12.97,80.132,25.0,1.0,0.7522,11.68,0.42
15,10,12.97,80.14,21.0,2.0,1.5044,12.96,0.234
15,11,12.97,80.148,25.0,1.0,0.7522,11.33,0.595
15,12,12.97,80.156,31.0,1.0,0.7522,11.17,0.701
15,13,12.97,80.164,79.0,1.0,0.7522,9.51,3.694
15,14,12.97,80.172,27.0,1.0,0.7522,10.97,0.859
15,15,12.97,80.18,14.0,3.0,2.2565,14.63,0.066
15,16,12.97,80.188,18.0,1.0,0.7522,11.59,0.462
15,17,12.97,80.196,11.0,2.0,1.5044,12.84,0.264
15,18,12.97,80.204,7.0,3.0,2.2565,13.59,0.187
15,19,12.97,80.212,5.0,15.0,11.2826,15.55,0.132
15,20,12.97,80.22,7.0,1.0,0.7522,12.09,0.28
15,21,12.97,80.228,4.0,10.0,7.5218,14.73,0.198
15,22,12.97,80.236,12.0,1.0,0.7522,11.45,0.528
15,23,12.97,80.244,9.0,1.0,0.7522,12.14,0.264
15,24,12.97,80.252,7.0,1.0,0.7522,13.18,0.093
15,25,12.97,80.26,11.0,1.0,0.7522,11.13,0.727
15,26,12.97,80.268,0.0,2.0,1.5044,14.37,0.05
15,27,12.97,80.276,0.0,3.0,2.2565,14.77,0.05
15,28,12.97,80.284,0.0,4.0,3.0087,15.06,0.05
15,29,12.97,80.292,0.0,5.0,3.7609,15.28,0.05
15,30,12.97,80.3,0.0,6.0,4.5131,15.46,0.05
15,31,12.97,80.308,0.0,7.0,5.2652,15.62,0.05
15,32,12.97,80.316,0.0,8.0,6.0174,15.75,0.05
16,0,12.978,80.06,23.0,1.0,0.7522,12.78,0.14
16,1,12.978,80.068,27.0,1.0,0.7522,11.59,0.462
16,2,12.978,80.076,20.0,2.0,1.5044,13.88,0.093
16,3,12.978,80.084,19.0,6.0,4.5131,15.32,0.066
16,4,12.978,80.092,20.0,1.0,0.7522,12.78,0.14
16,5,12.978,80.1,21.0,1.0,0.7522,12.09,0.28
16,6,12.978,80.108,17.0,2.0,1.5044,13.47,0.14
16,7,12.978,80.116,16.0,11.0,8.2739,14.48,0.28
16,8,12.978,80.124,16.0,2.0,1.5044,12.43,0.396
16,9,12.978,80.132,23.0,1.0,0.7522,11.31,0.607
16,10,12.978,80.14,20.0,1.0,0.7522,11.93,0.327
16,11,12.978,80.148,16.0,5.0,3.7609,14.04,0.198
16,12,12.978,80.156,21.0,1.0,0.7522,11.33,0.595
16,13,12.978,80.164,25.0,1.0,0.7522,10.97,0.859
16,14,12.978,80.172,22.0,1.0,0.7522,11.57,0.467
16,15,12.978,80.18,19.0,1.0,0.7522,11.92,0.33
16,16,12.978,80.188,17.0,1.0,0.7522,11.92,0.33
16,17,12.978,80.196,12.0,2.0,1.5044,12.61,0.33
16,18,12.978,80.204,7.0,11.0,8.2739,15.58,0.093
16,19,12.978,80.212,7.0,3.0,2.2565,13.94,0.132
16,20,12.978,80.22,12.0,1.0,0.7522,11.74,0.396
16,21,12.978,80.228,6.0,6.0,4.5131,14.63,0.132
16,22,12.978,80.236,5.0,2.0,1.5044,14.37,0.047
16,23,12.978,80.244,5.0,3.0,2.2565,14.77,0.05
16,24,12.978,80.252,6.0,4.0,3.0087,14.92,0.066
16,25,12.978,80.26,10.0,1.0,0.7522,11.23,0.661
16,26,12.978,80.268,0.0,13.0,9.7783,16.24,0.05
16,27,12.978,80.276,0.0,14.0,10.5305,16.31,0.05
16,28,12.978,80.284,0.0,15.0,11.2826,16.38,0.05
16,29,12.978,80.292,0.0,16.0,12.0348,16.45,0.05
16,30,12.978,80.3,0.0,17.0,12.787,16.51,0.05
16,31,12.978,80.308,0.0,18.0,13.5392,16.56,0.05
16,32,12.978,80.316,0.0,19.0,14.2913,16.62,0.05
17,0,12.986,80.06,21.0,1.0,0.7522,13.67,0.05
17,1,12.986,80.068,28.0,2.0,1.5044,12.28,0.462
17,2,12.986,80.076,21.0,3.0,2.2565,14.28,0.093
17,3,12.986,80.084,24.0,1.0,0.7522,11.92,0.33
17,4,12.986,80.092,22.0,1.0,0.7522,12.78,0.14
17,5,12.986,80.1,20.0,1.0,0.7522,12.78,0.14
17,6,12.986,80.108,19.0,10.0,7.5218,15.08,0.14
17,7,12.986,80.116,18.0,2.0,1.5044,12.14,0.528
17,8,12.986,80.124,10.0,20.0,15.0435,16.67,0.05
17,9,12.986,80.132,16.0,1.0,0.7522,11.74,0.396
17,10,12.986,80.14,19.0,1.0,0.7522,11.74,0.396
17,11,12.986,80.148,13.0,10.0,7.5218,15.83,0.066
17,12,12.986,80.156,12.0,13.0,9.7783,16.24,0.05
17,13,12.986,80.164,12.0,18.0,13.5392,16.56,0.05
17,14,12.986,80.172,19.0,1.0,0.7522,11.59,0.462
17,15,12.986,80.18,15.0,2.0,1.5044,14.37,0.05
17,16,12.986,80.188,16.0,3.0,2.2565,12.84,0.396
17,17,12.986,80.196,10.0,6.0,4.5131,14.57,0.14
17,18,12.986,80.204,11.0,2.0,1.5044,12.84,0.264
17,19,12.986,80.212,10.0,2.0,1.5044,13.12,0.198
17,20,12.986,80.22,10.0,3.0,2.2565,13.59,0.187
17,21,12.986,80.228,14.0,1.0,0.7522,11.45,0.528
17,22,12.986,80.236,14.0,1.0,0.7522,11.33,0.595
17,23,12.986,80.244,7.0,2.0,1.5044,13.53,0.132
17,24,12.986,80.252,5.0,10.0,7.5218,15.98,0.05
17,25,12.986,80.26,10.0,11.0,8.2739,13.97,0.467
17,26,12.986,80.268,5.0,1.0,0.7522,11.92,0.33
17,27,12.986,80.276,0.0,4.0,3.0087,15.06,0.05
17,28,12.986,80.284,0.0,6.0,4.5131,15.46,0.05
17,29,12.986,80.292,0.0,8.0,6.0174,15.75,0.05
17,30,12.986,80.3,0.0,10.0,7.5218,15.98,0.05
17,31,12.986,80.308,0.0,12.0,9.0261,16.16,0.05
17,32,12.986,80.316,0.0,14.0,10.5305,16.31,0.05
18,0,12.994,80.06,21.0,3.0,2.2565,14.77,0.05
18,1,12.994,80.068,22.0,1.0,0.7522,13.53,0.066
18,2,12.994,80.076,25.0,1.0,0.7522,11.92,0.33
18,3,12.994,80.084,20.0,5.0,3.7609,15.28,0.05
18,4,12.994,80.092,23.0,6.0,4.5131,14.22,0.198
18,5,12.994,80.1,20.0,9.0,6.7696,15.87,0.047
18,6,12.994,80.108,21.4,1.0,0.7522,12.65,0.159
18,7,12.994,80.116,20.8,1.0,0.7522,11.5,0.505
18,8,12.994,80.124,20.2,1.0,0.7522,11.21,0.674
18,9,12.994,80.132,19.6,1.0,0.7522,11.62,0.449
18,10,12.994,80.14,19.0,1.0,0.7522,12.09,0.28
18,11,12.994,80.148,18.4,1.0,0.7522,11.84,0.357
18,12,12.994,80.156,17.8,1.0,0.7522,11.77,0.383
18,13,12.994,80.164,17.2,1.0,0.7522,11.88,0.344
18,14,12.994,80.172,16.6,1.0,0.7522,12.35,0.215
18,15,12.994,80.18,16.0,1.0,0.7522,13.53,0.066
18,16,12.994,80.188,15.4,1.0,0.7522,12.19,0.252
18,17,12.994,80.196,14.8,1.0,0.7522,11.96,0.317
18,18,12.994,80.204,14.2,1.0,0.7522,12.37,0.211
18,19,12.994,80.212,13.6,1.0,0.7522,12.25,0.238
18,20,12.994,80.22,13.0,1.0,0.7522,12.43,0.198
18,21,12.994,80.228,12.4,1.0,0.7522,13.0,0.112
18,22,12.994,80.236,11.8,1.0,0.7522,12.31,0.224
18,23,12.994,80.244,11.2,1.0,0.7522,12.05,0.29
18,24,12.994,80.252,10.6,1.0,0.7522,11.81,0.37
18,25,12.994,80.26,10.0,1.0,0.7522,12.27,0.234
18,26,12.994,80.268,9.4,1.0,0.7522,11.64,0.439
18,27,12.994,80.276,8.8,1.0,0.7522,11.36,0.581
18,28,12.994,80.284,8.2,1.0,0.7522,11.43,0.542
18,29,12.994,80.292,7.6,1.0,0.7522,11.5,0.502
18,30,12.994,80.3,7.0,1.0,0.7522,11.59,0.462
18,31,12.994,80.308,6.4,1.0,0.7522,11.67,0.423
18,32,12.994,80.316,5.8,1.0,0.7522,11.77,0.383
19,0,13.002,80.06,25.0,1.0,0.7522,12.14,0.264
19,1,13.002,80.068,24.4,1.0,0.7522,12.65,0.159
19,2,13.002,80.076,23.8,1.0,0.7522,12.54,0.178
19,3,13.002,80.084,23.2,1.0,0.7522,12.37,0.211
19,4,13.002,80.092,22.6,1.0,0.7522,12.92,0.121
19,5,13.002,80.1,22.0,1.0,0.7522,12.84,0.132
19,6,13.002,80.108,21.4,1.0,0.7522,13.54,0.065
19,7,13.002,80.116,20.8,1.0,0.7522,13.67,0.04
19,8,13.002,80.124,20.2,2.0,1.5044,14.37,0.04
19,9,13.002,80.132,19.6,3.0,2.2565,14.77,0.04
19,10,13.002,80.14,19.0,4.0,3.0087,15.06,0.04
19,11,13.002,80.148,18.4,5.0,3.7609,15.28,0.04
19,12,13.002,80.156,17.8,6.0,4.5131,15.46,0.04
19,13,13.002,80.164,17.2,7.0,5.2652,15.62,0.04
19,14,13.002,80.172,16.6,8.0,6.0174,15.75,0.04
19,15,13.002,80.18,16.0,9.0,6.7696,15.87,0.04
19,16,13.002,80.188,15.4,10.0,7.5218,15.98,0.04
19,17,13.002,80.196,14.8,11.0,8.2739,16.07,0.04
19,18,13.002,80.204,14.2,12.0,9.0261,16.16,0.04
19,19,13.002,80.212,13.6,13.0,9.7783,16.24,0.04
19,20,13.002,80.22,13.0,14.0,10.5305,16.31,0.04
19,21,13.002,80.228,12.4,15.0,11.2826,16.38,0.04
19,22,13.002,80.236,11.8,16.0,12.0348,16.45,0.04
19,23,13.002,80.244,11.2,17.0,12.787,16.51,0.04
19,24,13.002,80.252,10.6,18.0,13.5392,16.56,0.04
19,25,13.002,80.26,10.0,19.0,14.2913,16.62,0.04
19,26,13.002,80.268,9.4,20.0,15.0435,16.67,0.04
19,27,13.002,80.276,8.8,21.0,15.7957,16.72,0.04
19,28,13.002,80.284,8.2,22.0,16.5479,16.76,0.04
19,29,13.002,80.292,7.6,23.0,17.3001,16.81,0.04
19,30,13.002,80.3,7.0,24.0,18.0522,16.85,0.04
19,31,13.002,80.308,6.4,25.0,18.8044,16.89,0.04
19,32,13.002,80.316,5.8,26.0,19.5566,16.93,0.05
20,0,13.01,80.06,25.0,1.0,0.7522,13.67,0.04
20,1,13.01,80.068,24.4,2.0,1.5044,14.37,0.04
20,2,13.01,80.076,23.8,3.0,2.2565,14.77,0.04
20,3,13.01,80.084,23.2,4.0,3.0087,15.06,0.04
20,4,13.01,80.092,22.6,5.0,3.7609,15.28,0.04
20,5,13.01,80.1,22.0,6.0,4.5131,15.46,0.04
20,6,13.01,80.108,21.4,7.0,5.2652,15.62,0.04
20,7,13.01,80.116,20.8,8.0,6.0174,15.75,0.04
20,8,13.01,80.124,20.2,9.0,6.7696,15.87,0.04
20,9,13.01,80.132,19.6,10.0,7.5218,15.98,0.04
20,10,13.01,80.14,19.0,11.0,8.2739,16.07,0.04
20,11,13.01,80.148,18.4,12.0,9.0261,16.16,0.04
20,12,13.01,80.156,17.8,13.0,9.7783,16.24,0.04
20,13,13.01,80.164,17.2,14.0,10.5305,16.31,0.04
20,14,13.01,80.172,16.6,15.0,11.2826,16.38,0.04
20,15,13.01,80.18,16.0,16.0,12.0348,16.45,0.04
20,16,13.01,80.188,15.4,17.0,12.787,16.51,0.04
20,17,13.01,80.196,14.8,18.0,13.5392,16.56,0.04
20,18,13.01,80.204,14.2,19.0,14.2913,16.62,0.04
20,19,13.01,80.212,13.6,20.0,15.0435,16.67,0.04
20,20,13.01,80.22,13.0,21.0,15.7957,16.72,0.04
20,21,13.01,80.228,12.4,22.0,16.5479,16.76,0.04
20,22,13.01,80.236,11.8,23.0,17.3001,16.81,0.04
20,23,13.01,80.244,11.2,24.0,18.0522,16.85,0.04
20,24,13.01,80.252,10.6,25.0,18.8044,16.89,0.04
20,25,13.01,80.26,10.0,26.0,19.5566,16.93,0.04
20,26,13.01,80.268,9.4,27.0,20.3088,16.97,0.04
20,27,13.01,80.276,8.8,28.0,21.0609,17.0,0.04
20,28,13.01,80.284,8.2,29.0,21.8131,17.04,0.04
20,29,13.01,80.292,7.6,30.0,22.5653,17.07,0.04
20,30,13.01,80.3,7.0,31.0,23.3175,17.11,0.04
20,31,13.01,80.308,6.4,32.0,24.0696,17.14,0.04
20,32,13.01,80.316,5.8,33.0,24.8218,17.17,0.05
21,0,13.018,80.06,25.0,1.0,0.7522,13.67,0.04
21,1,13.018,80.068,24.4,2.0,1.5044,14.37,0.04
21,2,13.018,80.076,23.8,3.0,2.2565,14.77,0.04
21,3,13.018,80.084,23.2,4.0,3.0087,15.06,0.04
21,4,13.018,80.092,22.6,5.0,3.7609,15.28,0.04
21,5,13.018,80.1,22.0,6.0,4.5131,15.46,0.04
21,6,13.018,80.108,21.4,7.0,5.2652,15.62,0.04
21,7,13.018,80.116,20.8,8.0,6.0174,15.75,0.04
21,8,13.018,80.124,20.2,9.0,6.7696,15.87,0.04
21,9,13.018,80.132,19.6,10.0,7.5218,15.98,0.04
21,10,13.018,80.14,19.0,11.0,8.2739,16.07,0.04
21,11,13.018,80.148,18.4,12.0,9.0261,16.16,0.04
21,12,13.018,80.156,17.8,13.0,9.7783,16.24,0.04
21,13,13.018,80.164,17.2,14.0,10.5305,16.31,0.04
21,14,13.018,80.172,16.6,15.0,11.2826,16.38,0.04
21,15,13.018,80.18,16.0,16.0,12.0348,16.45,0.04
21,16,13.018,80.188,15.4,17.0,12.787,16.51,0.04
21,17,13.018,80.196,14.8,18.0,13.5392,16.56,0.04
21,18,13.018,80.204,14.2,19.0,14.2913,16.62,0.04
21,19,13.018,80.212,13.6,20.0,15.0435,16.67,0.04
21,20,13.018,80.22,13.0,21.0,15.7957,16.72,0.04
21,21,13.018,80.228,12.4,22.0,16.5479,16.76,0.04
21,22,13.018,80.236,11.8,23.0,17.3001,16.81,0.04
21,23,13.018,80.244,11.2,24.0,18.0522,16.85,0.04
21,24,13.018,80.252,10.6,25.0,18.8044,16.89,0.04
21,25,13.018,80.26,10.0,26.0,19.5566,16.93,0.04
21,26,13.018,80.268,9.4,27.0,20.3088,16.97,0.04
21,27,13.018,80.276,8.8,28.0,21.0609,17.0,0.04
21,28,13.018,80.284,8.2,29.0,21.8131,17.04,0.04
21,29,13.018,80.292,7.6,30.0,22.5653,17.07,0.04
21,30,13.018,80.3,7.0,31.0,23.3175,17.11,0.04
21,31,13.018,80.308,6.4,32.0,24.0696,17.14,0.04
21,32,13.018,80.316,5.8,33.0,24.8218,17.17,0.05
22,0,13.026,80.06,25.0,1.0,0.7522,13.67,0.04
22,1,13.026,80.068,24.4,2.0,1.5044,14.37,0.04
22,2,13.026,80.076,23.8,3.0,2.2565,14.77,0.04
22,3,13.026,80.084,23.2,4.0,3.0087,15.06,0.04
22,4,13.026,80.092,22.6,5.0,3.7609,15.28,0.04
22,5,13.026,80.1,22.0,6.0,4.5131,15.46,0.04
22,6,13.026,80.108,21.4,7.0,5.2652,15.62,0.04
22,7,13.026,80.116,20.8,8.0,6.0174,15.75,0.04
22,8,13.026,80.124,20.2,9.0,6.7696,15.87,0.04
22,9,13.026,80.132,19.6,10.0,7.5218,15.98,0.04
22,10,13.026,80.14,19.0,11.0,8.2739,16.07,0.04
22,11,13.026,80.148,18.4,12.0,9.0261,16.16,0.04
22,12,13.026,80.156,17.8,13.0,9.7783,16.24,0.04
22,13,13.026,80.164,17.2,14.0,10.5305,16.31,0.04
22,14,13.026,80.172,16.6,15.0,11.2826,16.38,0.04
22,15,13.026,80.18,16.0,16.0,12.0348,16.45,0.04
22,16,13.026,80.188,15.4,17.0,12.787,16.51,0.04
22,17,13.026,80.196,14.8,18.0,13.5392,16.56,0.04
22,18,13.026,80.204,14.2,19.0,14.2913,16.62,0.04
22,19,13.026,80.212,13.6,20.0,15.0435,16.67,0.04
22,20,13.026,80.22,13.0,21.0,15.7957,16.72,0.04
22,21,13.026,80.228,12.4,22.0,16.5479,16.76,0.04
22,22,13.026,80.236,11.8,23.0,17.3001,16.81,0.04
22,23,13.026,80.244,11.2,24.0,18.0522,16.85,0.04
22,24,13.026,80.252,10.6,25.0,18.8044,16.89,0.04
22,25,13.026,80.26,10.0,26.0,19.5566,16.93,0.04
22,26,13.026,80.268,9.4,27.0,20.3088,16.97,0.04
22,27,13.026,80.276,8.8,28.0,21.0609,17.0,0.04
22,28,13.026,80.284,8.2,29.0,21.8131,17.04,0.04
22,29,13.026,80.292,7.6,30.0,22.5653,17.07,0.04
22,30,13.026,80.3,7.0,31.0,23.3175,17.11,0.04
22,31,13.026,80.308,6.4,32.0,24.0696,17.14,0.04
22,32,13.026,80.316,5.8,33.0,24.8218,17.17,0.05
23,0,13.034,80.06,25.0,1.0,0.7522,13.67,0.04
23,1,13.034,80.068,24.4,2.0,1.5044,14.37,0.04
23,2,13.034,80.076,23.8,3.0,2.2565,14.77,0.04
23,3,13.034,80.084,23.2,4.0,3.0087,15.06,0.04
23,4,13.034,80.092,22.6,5.0,3.7609,15.28,0.04
23,5,13.034,80.1,22.0,6.0,4.5131,15.46,0.04
23,6,13.034,80.108,21.4,7.0,5.2652,15.62,0.04
23,7,13.034,80.116,20.8,8.0,6.0174,15.75,0.04
23,8,13.034,80.124,20.2,9.0,6.7696,15.87,0.04
23,9,13.034,80.132,19.6,10.0,7.5218,15.98,0.04
23,10,13.034,80.14,19.0,11.0,8.2739,16.07,0.04
23,11,13.034,80.148,18.4,12.0,9.0261,16.16,0.04
23,12,13.034,80.156,17.8,13.0,9.7783,16.24,0.04
23,13,13.034,80.164,17.2,14.0,10.5305,16.31,0.04
23,14,13.034,80.172,16.6,15.0,11.2826,16.38,0.04
23,15,13.034,80.18,16.0,16.0,12.0348,16.45,0.04
23,16,13.034,80.188,15.4,17.0,12.787,16.51,0.04
23,17,13.034,80.196,14.8,18.0,13.5392,16.56,0.04
23,18,13.034,80.204,14.2,19.0,14.2913,16.62,0.04
23,19,13.034,80.212,13.6,20.0,15.0435,16.67,0.04
23,20,13.034,80.22,13.0,21.0,15.7957,16.72,0.04
23,21,13.034,80.228,12.4,22.0,16.5479,16.76,0.04
23,22,13.034,80.236,11.8,23.0,17.3001,16.81,0.04
23,23,13.034,80.244,11.2,24.0,18.0522,16.85,0.04
23,24,13.034,80.252,10.6,25.0,18.8044,16.89,0.04
23,25,13.034,80.26,10.0,26.0,19.5566,16.93,0.04
23,26,13.034,80.268,9.4,27.0,20.3088,16.97,0.04
23,27,13.034,80.276,8.8,28.0,21.0609,17.0,0.04
23,28,13.034,80.284,8.2,29.0,21.8131,17.04,0.04
23,29,13.034,80.292,7.6,30.0,22.5653,17.07,0.04
23,30,13.034,80.3,7.0,31.0,23.3175,17.11,0.04
23,31,13.034,80.308,6.4,32.0,24.0696,17.14,0.04
23,32,13.034,80.316,5.8,33.0,24.8218,17.17,0.05
24,0,13.042,80.06,25.0,1.0,0.7522,13.67,0.04
24,1,13.042,80.068,24.4,2.0,1.5044,14.37,0.04
24,2,13.042,80.076,23.8,3.0,2.2565,14.77,0.04
24,3,13.042,80.084,23.2,4.0,3.0087,15.06,0.04
24,4,13.042,80.092,22.6,5.0,3.7609,15.28,0.04
24,5,13.042,80.1,22.0,6.0,4.5131,15.46,0.04
24,6,13.042,80.108,21.4,7.0,5.2652,15.62,0.04
24,7,13.042,80.116,20.8,8.0,6.0174,15.75,0.04
24,8,13.042,80.124,20.2,9.0,6.7696,15.87,0.04
24,9,13.042,80.132,19.6,10.0,7.5218,15.98,0.04
24,10,13.042,80.14,19.0,11.0,8.2739,16.07,0.04
24,11,13.042,80.148,18.4,12.0,9.0261,16.16,0.04
24,12,13.042,80.156,17.8,13.0,9.7783,16.24,0.04
24,13,13.042,80.164,17.2,14.0,10.5305,16.31,0.04
24,14,13.042,80.172,16.6,15.0,11.2826,16.38,0.04
24,15,13.042,80.18,16.0,16.0,12.0348,16.45,0.04
24,16,13.042,80.188,15.4,17.0,12.787,16.51,0.04
24,17,13.042,80.196,14.8,18.0,13.5392,16.56,0.04
24,18,13.042,80.204,14.2,19.0,14.2913,16.62,0.04
24,19,13.042,80.212,13.6,20.0,15.0435,16.67,0.04
24,20,13.042,80.22,13.0,21.0,15.7957,16.72,0.04
24,21,13.042,80.228,12.4,22.0,16.5479,16.76,0.04
24,22,13.042,80.236,11.8,23.0,17.3001,16.81,0.04
24,23,13.042,80.244,11.2,24.0,18.0522,16.85,0.04
24,24,13.042,80.252,10.6,25.0,18.8044,16.89,0.04
24,25,13.042,80.26,10.0,26.0,19.5566,16.93,0.04
24,26,13.042,80.268,9.4,27.0,20.3088,16.97,0.04
24,27,13.042,80.276,8.8,28.0,21.0609,17.0,0.04
24,28,13.042,80.284,8.2,29.0,21.8131,17.04,0.04
24,29,13.042,80.292,7.6,30.0,22.5653,17.07,0.04
24,30,13.042,80.3,7.0,31.0,23.3175,17.11,0.04
24,31,13.042,80.308,6.4,32.0,24.0696,17.14,0.04
24,32,13.042,80.316,5.8,33.0,24.8218,17.17,0.05
25,0,13.05,80.06,25.0,1.0,0.7522,13.67,0.04
25,1,13.05,80.068,24.4,2.0,1.5044,14.37,0.04
25,2,13.05,80.076,23.8,3.0,2.2565,14.77,0.04
25,3,13.05,80.084,23.2,4.0,3.0087,15.06,0.04
25,4,13.05,80.092,22.6,5.0,3.7609,15.28,0.04
25,5,13.05,80.1,22.0,6.0,4.5131,15.46,0.04
25,6,13.05,80.108,21.4,7.0,5.2652,15.62,0.04
25,7,13.05,80.116,20.8,8.0,6.0174,15.75,0.04
25,8,13.05,80.124,20.2,9.0,6.7696,15.87,0.04
25,9,13.05,80.132,19.6,10.0,7.5218,15.98,0.04
25,10,13.05,80.14,19.0,11.0,8.2739,16.07,0.04
25,11,13.05,80.148,18.4,12.0,9.0261,16.16,0.04
25,12,13.05,80.156,17.8,13.0,9.7783,16.24,0.04
25,13,13.05,80.164,17.2,14.0,10.5305,16.31,0.04
25,14,13.05,80.172,16.6,15.0,11.2826,16.38,0.04
