water_body_id,osm_id,osm_type,name,category,water_type,latitude,longitude,city
wb-way-385882919,385882919,way,Unnamed Pond (wb-way-385882919),pond,pond,13.217106,80.196643,Chennai
wb-way-385885894,385885894,way,Unnamed Lake (wb-way-385885894),lake,lake,13.207618,80.19944,Chennai
wb-way-385885895,385885895,way,Unnamed Pond (wb-way-385885895),pond,water,13.206821,80.200322,Chennai
wb-way-385885896,385885896,way,Unnamed Reservoir (wb-way-385885896),reservoir,reservoir,13.205091,80.19989,Chennai
wb-way-385885897,385885897,way,Unnamed Pond (wb-way-385885897),pond,water,13.205334,80.19907,Chennai
wb-way-385885898,385885898,way,Unnamed Pond (wb-way-385885898),pond,pond,13.203469,80.199574,Chennai
wb-way-385885900,385885900,way,Unnamed Pond (wb-way-385885900),pond,pond,13.200369,80.197021,Chennai
wb-way-385885908,385885908,way,Unnamed Pond (wb-way-385885908),pond,pond,13.198437,80.198631,Chennai
wb-way-385921196,385921196,way,Unnamed Reservoir (wb-way-385921196),reservoir,reservoir,13.20243,80.19453,Chennai
wb-way-385922220,385922220,way,Unnamed Reservoir (wb-way-385922220),reservoir,reservoir,13.2039,80.193919,Chennai
wb-way-385922228,385922228,way,Unnamed Reservoir (wb-way-385922228),reservoir,reservoir,13.212765,80.188318,Chennai
wb-way-385922229,385922229,way,Unnamed Pond (wb-way-385922229),pond,pond,13.216043,80.194557,Chennai
wb-way-385960717,385960717,way,Unnamed Pond (wb-way-385960717),pond,pond,13.199853,80.201035,Chennai
wb-way-385960719,385960719,way,Unnamed Lake (wb-way-385960719),lake,lake,13.20864,80.203948,Chennai
wb-way-386174592,386174592,way,Unnamed Pond (wb-way-386174592),pond,pond,13.198856,80.221502,Chennai
wb-way-386174593,386174593,way,Unnamed Pond (wb-way-386174593),pond,pond,13.199481,80.220727,Chennai
wb-way-386174602,386174602,way,Unnamed Pond (wb-way-386174602),pond,pond,13.198053,80.207711,Chennai
wb-way-386174614,386174614,way,Unnamed Pond (wb-way-386174614),pond,pond,13.20074,80.213521,Chennai
wb-way-386175569,386175569,way,Unnamed Pond (wb-way-386175569),pond,pond,13.202626,80.21861,Chennai
wb-way-386175570,386175570,way,Unnamed Pond (wb-way-386175570),pond,pond,13.202654,80.213824,Chennai
wb-way-386175576,386175576,way,Unnamed Pond (wb-way-386175576),pond,pond,13.203035,80.210767,Chennai
wb-way-386175577,386175577,way,Unnamed Pond (wb-way-386175577),pond,pond,13.203254,80.210165,Chennai
wb-way-386177015,386177015,way,Unnamed Pond (wb-way-386177015),pond,pond,13.205673,80.215252,Chennai
wb-way-386177016,386177016,way,Unnamed Pond (wb-way-386177016),pond,pond,13.20538,80.217265,Chennai
wb-way-386177017,386177017,way,Unnamed Pond (wb-way-386177017),pond,pond,13.204519,80.216761,Chennai
wb-way-386177018,386177018,way,Unnamed Pond (wb-way-386177018),pond,pond,13.204179,80.215367,Chennai
wb-way-386177029,386177029,way,Unnamed Pond (wb-way-386177029),pond,pond,13.206646,80.217661,Chennai
wb-way-386177053,386177053,way,Unnamed Pond (wb-way-386177053),pond,pond,13.20854,80.210495,Chennai
wb-way-386178084,386178084,way,Unnamed Pond (wb-way-386178084),pond,pond,13.2092,80.210419,Chennai
wb-way-386178092,386178092,way,Unnamed Pond (wb-way-386178092),pond,pond,13.211912,80.203791,Chennai
wb-way-386178101,386178101,way,Unnamed Pond (wb-way-386178101),pond,pond,13.21262,80.219231,Chennai
wb-way-386178107,386178107,way,Unnamed Pond (wb-way-386178107),pond,pond,13.216515,80.200519,Chennai
wb-way-386193730,386193730,way,Kamarajapuram Pond,pond,pond,13.193349,80.261283,Chennai
wb-way-386240169,386240169,way,Unnamed Pond (wb-way-386240169),pond,pond,13.16515,80.115145,Chennai
wb-way-386241734,386241734,way,Unnamed Pond (wb-way-386241734),pond,pond,13.163115,80.117232,Chennai
wb-way-386241735,386241735,way,Unnamed Pond (wb-way-386241735),pond,pond,13.163356,80.11806,Chennai
wb-way-386241736,386241736,way,Unnamed Pond (wb-way-386241736),pond,pond,13.162329,80.116213,Chennai
wb-way-386241737,386241737,way,Unnamed Pond (wb-way-386241737),pond,pond,13.163426,80.119466,Chennai
wb-way-386241738,386241738,way,Unnamed Pond (wb-way-386241738),pond,pond,13.164001,80.119254,Chennai
wb-way-386241755,386241755,way,Unnamed Pond (wb-way-386241755),pond,pond,13.162248,80.113927,Chennai
wb-way-386241791,386241791,way,Unnamed Pond (wb-way-386241791),pond,pond,13.156455,80.119233,Chennai
wb-way-386241803,386241803,way,Unnamed Pond (wb-way-386241803),pond,pond,13.158422,80.122717,Chennai
wb-way-386241806,386241806,way,Unnamed Pond (wb-way-386241806),pond,pond,13.160271,80.119107,Chennai
wb-way-386242730,386242730,way,Unnamed Pond (wb-way-386242730),pond,pond,13.157385,80.124825,Chennai
wb-way-386242739,386242739,way,Unnamed Pond (wb-way-386242739),pond,pond,13.16274,80.124623,Chennai
wb-way-386242740,386242740,way,Unnamed Pond (wb-way-386242740),pond,pond,13.162644,80.124413,Chennai
wb-way-386393827,386393827,way,Unnamed Lake (wb-way-386393827),lake,lake,13.144099,80.184281,Chennai
wb-way-388923026,388923026,way,Unnamed Pond (wb-way-388923026),pond,pond,13.235827,80.226516,Chennai
wb-way-389023250,389023250,way,Unnamed Pond (wb-way-389023250),pond,pond,13.231204,80.23063,Chennai
wb-way-389023251,389023251,way,Unnamed Pond (wb-way-389023251),pond,pond,13.232595,80.229969,Chennai
wb-way-389023987,389023987,way,Unnamed Pond (wb-way-389023987),pond,pond,13.232562,80.237857,Chennai
wb-way-389024155,389024155,way,Unnamed Pond (wb-way-389024155),pond,pond,13.220706,80.223012,Chennai
wb-way-389024511,389024511,way,Unnamed Pond (wb-way-389024511),pond,pond,13.232466,80.231367,Chennai
wb-way-389024516,389024516,way,Unnamed Pond (wb-way-389024516),pond,pond,13.237784,80.226695,Chennai
wb-way-389024819,389024819,way,Unnamed Reservoir (wb-way-389024819),reservoir,reservoir,12.940641,80.239401,Chennai
wb-way-389025497,389025497,way,Unnamed Pond (wb-way-389025497),pond,pond,12.960853,80.235679,Chennai
wb-way-389025498,389025498,way,Kilangal Kulam,pond,pond,12.958947,80.232982,Chennai
wb-way-389427335,389427335,way,Unnamed Pond (wb-way-389427335),pond,pond,12.94161,80.251265,Chennai
wb-way-389427336,389427336,way,Unnamed Pond (wb-way-389427336),pond,pond,12.941195,80.248338,Chennai
wb-way-389427342,389427342,way,Mangeni Kulam,pond,pond,12.951607,80.252899,Chennai
wb-way-389427343,389427343,way,Unnamed Pond (wb-way-389427343),pond,pond,12.948777,80.250492,Chennai
wb-way-389427344,389427344,way,Unnamed Pond (wb-way-389427344),pond,pond,12.948769,80.249919,Chennai
wb-way-389427829,389427829,way,Unnamed Pond (wb-way-389427829),pond,pond,12.9516,80.245946,Chennai
wb-way-389428126,389428126,way,Unnamed Pond (wb-way-389428126),pond,pond,12.951467,80.250592,Chennai
wb-way-389428129,389428129,way,Unnamed Pond (wb-way-389428129),pond,pond,12.947648,80.253574,Chennai
wb-way-389428130,389428130,way,Vannan Kulam,pond,pond,12.946583,80.253352,Chennai
wb-way-395753069,395753069,way,Thandurai Pond Lake,lake,pond,13.11002,80.060592,Chennai
wb-way-438356563,438356563,way,Periyakeni Kulam,lake,pond,12.920449,80.249521,Chennai
wb-way-442874728,442874728,way,Unnamed Pond (wb-way-442874728),pond,water,12.908198,80.234771,Chennai
wb-way-442874729,442874729,way,Unnamed Pond (wb-way-442874729),pond,water,12.905471,80.234233,Chennai
wb-way-442879145,442879145,way,Unnamed Basin (wb-way-442879145),basin,basin,12.912212,80.233627,Chennai
wb-way-442879146,442879146,way,Unnamed Reservoir (wb-way-442879146),reservoir,reservoir,12.90996,80.233946,Chennai
wb-way-442879147,442879147,way,Unnamed Basin (wb-way-442879147),basin,basin,12.901428,80.234553,Chennai
wb-way-459809120,459809120,way,Unnamed Pond (wb-way-459809120),pond,pond,13.050596,80.250692,Chennai
wb-way-459809124,459809124,way,Unnamed Pond (wb-way-459809124),pond,pond,13.051423,80.251272,Chennai
wb-way-462707034,462707034,way,Unnamed Pond (wb-way-462707034),pond,pond,13.016722,80.191728,Chennai
wb-way-469943984,469943984,way,Unnamed Pond (wb-way-469943984),pond,pond,13.123495,80.265969,Chennai
wb-way-479690974,479690974,way,MF sanskriti,pond,pond,12.940687,80.216005,Chennai
wb-way-479690975,479690975,way,Swamp,wetland,wetland,12.940496,80.21588,Chennai
wb-way-479690978,479690978,way,Niot,pond,pond,12.946923,80.211221,Chennai
wb-way-480222397,480222397,way,Unnamed Pond (wb-way-480222397),pond,water,12.91441,80.229774,Chennai
wb-way-480348830,480348830,way,Unnamed Pond (wb-way-480348830),pond,pond,12.911481,80.22966,Chennai
wb-way-482969237,482969237,way,Unnamed Pond (wb-way-482969237),pond,pond,13.047553,80.099245,Chennai
wb-way-490995272,490995272,way,Chanthira Sekaran Avenue Lake,lake,lake,12.932335,80.231653,Chennai
wb-way-540171888,540171888,way,Unnamed Pond (wb-way-540171888),pond,pond,12.936024,80.158863,Chennai
wb-way-540336526,540336526,way,Unnamed Pond (wb-way-540336526),pond,pond,13.118071,80.079935,Chennai
wb-way-540377381,540377381,way,Pattabiram Pond,pond,pond,13.120203,80.065151,Chennai
wb-way-544501046,544501046,way,Perungudi Panchayat Pond,pond,pond,12.956207,80.239831,Chennai
wb-way-554596475,554596475,way,Sathya lake,lake,lake,13.092739,80.176283,Chennai
wb-way-554923682,554923682,way,Unnamed Basin (wb-way-554923682),basin,basin,13.090595,80.235784,Chennai
wb-way-554923683,554923683,way,Unnamed Basin (wb-way-554923683),basin,basin,13.090692,80.235066,Chennai
wb-way-554923684,554923684,way,Unnamed Basin (wb-way-554923684),basin,basin,13.091988,80.234914,Chennai
wb-way-554923685,554923685,way,Unnamed Basin (wb-way-554923685),basin,basin,13.092479,80.23497,Chennai
wb-way-554923686,554923686,way,Unnamed Basin (wb-way-554923686),basin,basin,13.091824,80.232828,Chennai
wb-way-554923687,554923687,way,Unnamed Basin (wb-way-554923687),basin,basin,13.091774,80.233302,Chennai
wb-way-554923688,554923688,way,Unnamed Basin (wb-way-554923688),basin,basin,13.09239,80.232893,Chennai
wb-way-554923689,554923689,way,Unnamed Basin (wb-way-554923689),basin,basin,13.092343,80.233371,Chennai
wb-way-556414706,556414706,way,Unnamed Pond (wb-way-556414706),pond,pond,13.009255,80.155784,Chennai
wb-way-556414712,556414712,way,Dharmarajapuram Vannan Kulam,pond,pond,13.011752,80.163006,Chennai
wb-way-558926037,558926037,way,Kallu Kuttai Lake,lake,water,12.978021,80.235819,Chennai
wb-way-558926040,558926040,way,Dhandeeshwaram Temple Tank,pond,pond,12.985908,80.223324,Chennai
wb-way-558926042,558926042,way,Appalang Kulam,pond,pond,12.990332,80.224395,Chennai
wb-way-595453143,595453143,way,Vembuliamman Koil Pond,pond,pond,12.959224,80.239916,Chennai
wb-way-595609706,595609706,way,Unnamed Pond (wb-way-595609706),pond,pond,12.960348,80.050701,Chennai
wb-way-595615727,595615727,way,Kannagi Nagar Kulam,pond,pond,12.926199,80.242648,Chennai
wb-way-595615728,595615728,way,Unnamed Pond (wb-way-595615728),pond,pond,12.928535,80.236106,Chennai
wb-way-595615729,595615729,way,Panchavan Kuttai,pond,pond,12.93155,80.235518,Chennai
wb-way-595615730,595615730,way,Unnamed Pond (wb-way-595615730),pond,pond,12.915012,80.23456,Chennai
wb-way-595615731,595615731,way,Unnamed Pond (wb-way-595615731),pond,pond,12.913296,80.227309,Chennai
wb-way-595615732,595615732,way,Unnamed Reservoir (wb-way-595615732),reservoir,reservoir,12.909169,80.216808,Chennai
wb-way-595619341,595619341,way,Unnamed Reservoir (wb-way-595619341),reservoir,reservoir,12.90437,80.215897,Chennai
wb-way-595619344,595619344,way,Unnamed Pond (wb-way-595619344),pond,pond,12.90205,80.224716,Chennai
wb-way-595619345,595619345,way,Unnamed Pond (wb-way-595619345),pond,pond,12.900404,80.224501,Chennai
wb-way-595625973,595625973,way,Unnamed Reservoir (wb-way-595625973),reservoir,reservoir,12.957175,80.214817,Chennai
wb-way-595625974,595625974,way,Unnamed Pond (wb-way-595625974),pond,pond,12.968869,80.217162,Chennai
wb-way-595626698,595626698,way,Unnamed Pond (wb-way-595626698),pond,pond,12.96766,80.217232,Chennai
wb-way-595626700,595626700,way,Unnamed Pond (wb-way-595626700),pond,pond,12.965954,80.216557,Chennai
wb-way-595645437,595645437,way,Unnamed Pond (wb-way-595645437),pond,pond,13.001772,80.148125,Chennai
wb-way-595654755,595654755,way,Unnamed Pond (wb-way-595654755),pond,canal,13.111613,80.270301,Chennai
wb-way-597421167,597421167,way,Unnamed Pond (wb-way-597421167),pond,water,12.966727,80.069941,Chennai
wb-way-614283330,614283330,way,Unnamed Pond (wb-way-614283330),pond,pond,13.12928,80.286402,Chennai
wb-way-618621965,618621965,way,Unnamed Pond (wb-way-618621965),pond,canal,13.250279,80.314452,Chennai
wb-way-620713310,620713310,way,Unnamed Pond (wb-way-620713310),pond,pond,12.993923,80.074857,Chennai
wb-way-620713926,620713926,way,Unnamed Reservoir (wb-way-620713926),reservoir,reservoir,13.152154,80.281246,Chennai
wb-way-620713927,620713927,way,Unnamed Reservoir (wb-way-620713927),reservoir,reservoir,13.151328,80.281222,Chennai
wb-way-620717220,620717220,way,Unnamed Pond (wb-way-620717220),pond,water,13.070659,80.280145,Chennai
wb-way-620724466,620724466,way,Unnamed Pond (wb-way-620724466),pond,water,12.97188,80.17413,Chennai
wb-way-620725768,620725768,way,Unnamed Pond (wb-way-620725768),pond,water,12.943169,80.183476,Chennai
wb-way-620725775,620725775,way,Unnamed Pond (wb-way-620725775),pond,pond,12.941159,80.196096,Chennai
wb-way-620731613,620731613,way,Unnamed Reservoir (wb-way-620731613),reservoir,reservoir,12.905391,80.139151,Chennai
wb-way-625564658,625564658,way,Madras Fertilizers Pond,pond,pond,13.170093,80.282913,Chennai
wb-way-633624184,633624184,way,Unnamed Pond (wb-way-633624184),pond,water,12.890874,80.233474,Chennai
wb-way-633624185,633624185,way,Unnamed Pond (wb-way-633624185),pond,water,12.887264,80.235534,Chennai
wb-way-641918370,641918370,way,Unnamed Pond (wb-way-641918370),pond,water,12.85193,80.058398,Chennai
wb-way-642850680,642850680,way,Unnamed Lake (wb-way-642850680),lake,lake,12.85138,80.225038,Chennai
wb-way-642850681,642850681,way,Unnamed Lake (wb-way-642850681),lake,lake,12.856883,80.224698,Chennai
wb-way-642850684,642850684,way,Unnamed Lake (wb-way-642850684),lake,lake,12.863178,80.225447,Chennai
wb-way-642861359,642861359,way,Unnamed Pond (wb-way-642861359),pond,water,12.905425,80.071349,Chennai
wb-way-643533398,643533398,way,Unnamed Pond (wb-way-643533398),pond,water,12.953033,80.112173,Chennai
wb-way-650596076,650596076,way,Unnamed Pond (wb-way-650596076),pond,pond,12.874181,80.229498,Chennai
wb-way-650596102,650596102,way,Unnamed Pond (wb-way-650596102),pond,pond,12.860832,80.215802,Chennai
wb-way-650596146,650596146,way,Unnamed Pond (wb-way-650596146),pond,intermittent,12.864615,80.169142,Chennai
wb-way-650598572,650598572,way,Unnamed Pond (wb-way-650598572),pond,water,12.851963,80.210325,Chennai
wb-way-650598573,650598573,way,Unnamed Pond (wb-way-650598573),pond,water,12.849479,80.224766,Chennai
wb-way-650598579,650598579,way,Unnamed Pond (wb-way-650598579),pond,canal,12.928869,80.244422,Chennai
wb-way-650602417,650602417,way,Unnamed Pond (wb-way-650602417),pond,pond,12.937777,80.243224,Chennai
wb-way-650602429,650602429,way,Unnamed Pond (wb-way-650602429),pond,wastewater,12.951678,80.230672,Chennai
wb-way-652928123,652928123,way,Unnamed Pond (wb-way-652928123),pond,pond,12.933008,80.0774,Chennai
wb-way-652928124,652928124,way,Unnamed Pond (wb-way-652928124),pond,pond,12.933822,80.076501,Chennai
wb-way-652928125,652928125,way,Unnamed Pond (wb-way-652928125),pond,pond,12.933089,80.076196,Chennai
wb-way-652928126,652928126,way,Unnamed Pond (wb-way-652928126),pond,pond,12.936198,80.080056,Chennai
wb-way-652928127,652928127,way,Unnamed Pond (wb-way-652928127),pond,pond,12.934985,80.078186,Chennai
wb-way-652928129,652928129,way,Unnamed Pond (wb-way-652928129),pond,pond,12.945148,80.054444,Chennai
wb-way-652928130,652928130,way,Unnamed Pond (wb-way-652928130),pond,pond,12.944377,80.054398,Chennai
wb-way-661094629,661094629,way,Vettamani Lake,lake,lake,13.147496,80.235547,Chennai
wb-way-661094630,661094630,way,Uppu Kulam,pond,pond,13.148819,80.234594,Chennai
wb-way-661094631,661094631,way,Sathankadu Lake,lake,lake,13.156619,80.269136,Chennai
wb-way-661094632,661094632,way,Harikrishnapuram Lake,lake,lake,13.169968,80.26318,Chennai
wb-way-661094633,661094633,way,Burma Nagar Reservoir,pond,pond,13.178589,80.303226,Chennai
wb-way-661094634,661094634,way,Vadivudaiyamman Koil Kulam,pond,pond,13.161367,80.29932,Chennai
wb-way-661094635,661094635,way,Arunachaleshwarar Koil Kulam,pond,pond,13.132928,80.291738,Chennai
wb-way-661094636,661094636,way,Angala Parameshwari Koil Kulam,pond,pond,13.114557,80.291744,Chennai
wb-way-661094637,661094637,way,Sengazhuneer Pillayar Temple Reservoir,pond,pond,13.101448,80.288689,Chennai
wb-way-661100677,661100677,way,Tharamani Pond,pond,pond,12.98518,80.240971,Chennai
wb-way-661100680,661100680,way,Nadar Street Pond,pond,pond,12.983858,80.220716,Chennai
wb-way-661100681,661100681,way,Puliyenkeni Pond,pond,pond,12.983602,80.218893,Chennai
wb-way-661100682,661100682,way,Mandapam Kuttai,pond,pond,12.97348,80.20832,Chennai
wb-way-661100683,661100683,way,Sada Kuttai,pond,pond,12.97318,80.204152,Chennai
wb-way-661100684,661100684,way,Gangai Amman Kulam,pond,pond,12.971806,80.203,Chennai
wb-way-661100685,661100685,way,Rettai Kuttai,pond,pond,12.972508,80.20436,Chennai
wb-way-661100686,661100686,way,Bharatiyar Nagar Lake,lake,lake,12.934686,80.241183,Chennai
wb-way-661100690,661100690,way,Nehru Nagar Pond,pond,pond,12.927272,80.229532,Chennai
wb-way-661100692,661100692,way,Vannan Kuttai,lake,lake,12.922017,80.20697,Chennai
wb-way-661100695,661100695,way,Palandeyamman Koil Street Kulam,pond,pond,12.919729,80.203487,Chennai
wb-way-661100696,661100696,way,Jayachandran Nagar Pond,pond,pond,12.91883,80.201257,Chennai
wb-way-661100697,661100697,way,Varadharajapuram Pond,pond,pond,12.927641,80.205748,Chennai
wb-way-661100698,661100698,way,Ambal Nagar Lake,lake,lake,12.936213,80.201593,Chennai
wb-way-661100699,661100699,way,Pillaiyar Koil Kulam,pond,pond,12.936472,80.204075,Chennai
wb-way-661117600,661117600,way,Township Colony Pond,pond,pond,13.099221,80.1591,Chennai
wb-way-661117601,661117601,way,Reddy Kulam,pond,pond,13.0923,80.156605,Chennai
wb-way-661117602,661117602,way,Udayar Palayam Nagar Pond - I,pond,pond,13.095307,80.148551,Chennai
wb-way-661117603,661117603,way,Thenthirupathi Pond,pond,pond,13.086718,80.172524,Chennai
wb-way-661117604,661117604,way,JJ Nagar Lake,lake,lake,13.079089,80.171988,Chennai
wb-way-661117605,661117605,way,Gangai Amman Koil Street Pond,pond,pond,13.05414,80.175301,Chennai
wb-way-661117606,661117606,way,Krishna Nagar Pond,pond,pond,13.052136,80.195517,Chennai
wb-way-661117607,661117607,way,Linga Kulam,pond,pond,13.051912,80.161558,Chennai
wb-way-661117608,661117608,way,Siva Subramani Koil Kulam,pond,pond,12.999894,80.206195,Chennai
wb-way-661117609,661117609,way,Nandeeshwaran Koil Kulam,pond,pond,12.993844,80.200676,Chennai
wb-way-661117610,661117610,way,NGGO Colony Lake,lake,lake,12.969968,80.179917,Chennai
wb-way-661117611,661117611,way,Thamarai Keni Kulam,pond,pond,12.954568,80.252413,Chennai
wb-way-661117612,661117612,way,Kannan Kulam,pond,pond,12.952715,80.236782,Chennai
wb-way-661117613,661117613,way,Panichavan Kuttai,pond,pond,12.952229,80.238531,Chennai
wb-way-661117614,661117614,way,MGR Nagar Pond,pond,pond,12.961737,80.253779,Chennai
wb-way-661178353,661178353,way,Thiruvedee Amman Koil Kulam,pond,pond,13.121239,80.218005,Chennai
wb-way-661178354,661178354,way,Aadikesavaperumal Temple Tank,pond,pond,13.119802,80.189736,Chennai
wb-way-661178355,661178355,way,Thamarai Kulam,pond,pond,13.121938,80.190511,Chennai
wb-way-661178356,661178356,way,Seekathamman Koil Kulam,pond,pond,13.123921,80.189073,Chennai
wb-way-661178357,661178357,way,Kulappan Kulam,pond,pond,13.135112,80.222615,Chennai
wb-way-661178358,661178358,way,Thattan Kulam,pond,pond,13.14136,80.226949,Chennai
wb-way-661178359,661178359,way,Aathi Kulam,pond,pond,13.146789,80.231144,Chennai
wb-way-661178360,661178360,way,Thattankulam,pond,pond,13.145996,80.229059,Chennai
wb-way-661178361,661178361,way,Samiyar Kulam,pond,pond,13.133418,80.209639,Chennai
wb-way-661178362,661178362,way,Swamy Nagar Kulam,pond,pond,13.148721,80.22982,Chennai
wb-way-661178363,661178363,way,Perumal Koil Street Kulam,pond,pond,13.152056,80.231989,Chennai
wb-way-661178364,661178364,way,Ramachandra Nagar Kulam,pond,pond,13.153566,80.234457,Chennai
wb-way-661178365,661178365,way,Kumarappapuram Kulam,pond,pond,13.15271,80.235871,Chennai
wb-way-661178366,661178366,way,Thideer Nagar Lake,lake,lake,13.167278,80.227082,Chennai
wb-way-661178367,661178367,way,Poosani Kulam,pond,pond,13.165362,80.254894,Chennai
wb-way-661178368,661178368,way,Thamarai POND,pond,pond,13.167015,80.257654,Chennai
wb-way-661178369,661178369,way,Kulakkarai Karumariamman Koil Street Pond,pond,pond,13.175423,80.251707,Chennai
wb-way-661178370,661178370,way,Zakir Hussain Pond,pond,pond,13.164741,80.264022,Chennai
wb-way-661178371,661178371,way,Jalakanda Mariyamman Koil Street Pond,pond,pond,13.163971,80.263276,Chennai
wb-way-661178372,661178372,way,Railway Pond 3,pond,pond,13.17404,80.302817,Chennai
wb-way-661178373,661178373,way,Sadayankuppam Tank,lake,lake,13.186655,80.290694,Chennai
wb-way-661178374,661178374,way,Edayanchavadi Pond,pond,pond,13.214895,80.277559,Chennai
wb-way-661178375,661178375,way,Andarkuppam Burial Ground Pond,pond,pond,13.193867,80.268565,Chennai
wb-way-661178376,661178376,way,Natham Purampokku Pond,pond,pond,13.20277,80.267782,Chennai
wb-way-661178377,661178377,way,Kanniyamman Kovil Street Pond,pond,pond,13.195342,80.255261,Chennai
wb-way-665521119,665521119,way,Unnamed Pond (wb-way-665521119),pond,water,13.236936,80.306596,Chennai
wb-way-665689549,665689549,way,Unnamed Pond (wb-way-665689549),pond,pond,13.241825,80.265145,Chennai
wb-way-666758423,666758423,way,Unnamed Pond (wb-way-666758423),pond,pond,13.108406,80.1908,Chennai
wb-way-666758424,666758424,way,Unnamed Pond (wb-way-666758424),pond,pond,13.106845,80.18926,Chennai
wb-way-666765037,666765037,way,Unnamed Pond (wb-way-666765037),pond,pond,12.945206,80.214966,Chennai
wb-way-666765038,666765038,way,Unnamed Pond (wb-way-666765038),pond,pond,12.946881,80.214012,Chennai
wb-way-666765040,666765040,way,Unnamed Pond (wb-way-666765040),pond,pond,12.945026,80.213438,Chennai
wb-way-666765730,666765730,way,Unnamed Pond (wb-way-666765730),pond,pond,12.945993,80.214033,Chennai
wb-way-675826935,675826935,way,Unnamed Reservoir (wb-way-675826935),reservoir,reservoir,13.051822,80.244073,Chennai
wb-way-677255694,677255694,way,temple pond,pond,water,12.98461,80.260638,Chennai
wb-way-677746525,677746525,way,Unnamed Pond (wb-way-677746525),pond,water,12.87998,80.090934,Chennai
wb-way-682046324,682046324,way,Tower park pond,pond,pond,13.087577,80.214274,Chennai
wb-way-685182151,685182151,way,Unnamed Lake (wb-way-685182151),lake,lake,12.897125,80.113315,Chennai
wb-way-685182549,685182549,way,Unnamed Reservoir (wb-way-685182549),reservoir,reservoir,12.908026,80.109178,Chennai
wb-way-733490385,733490385,way,Wipro CDC 5 Pond,pond,pond,12.905537,80.220078,Chennai
wb-way-733530086,733530086,way,Wipro CDC 5 Pond near Learning Centre,pond,pond,12.905164,80.221831,Chennai
wb-way-733530089,733530089,way,Mini pond with artificial waterfall,pond,pond,12.908558,80.225683,Chennai
wb-way-740146567,740146567,way,Unnamed Pond (wb-way-740146567),pond,pond,12.960801,80.053432,Chennai
wb-way-740151030,740151030,way,Unnamed Pond (wb-way-740151030),pond,pond,12.961319,80.05317,Chennai
wb-way-740151031,740151031,way,Unnamed Pond (wb-way-740151031),pond,pond,12.960259,80.053284,Chennai
wb-way-754068463,754068463,way,Unnamed Wetland (wb-way-754068463),wetland,wetland,12.917533,80.181664,Chennai
wb-way-754069136,754069136,way,Unnamed Pond (wb-way-754069136),pond,pond,12.919043,80.183422,Chennai
wb-way-772410448,772410448,way,Unnamed Pond (wb-way-772410448),pond,pond,12.861738,80.137432,Chennai
wb-way-813634947,813634947,way,Unnamed Wetland (wb-way-813634947),wetland,wetland,13.099184,80.116422,Chennai
wb-way-813634949,813634949,way,Unnamed Pond (wb-way-813634949),pond,water,13.094227,80.123659,Chennai
wb-way-813634975,813634975,way,Unnamed Wetland (wb-way-813634975),wetland,wetland,13.087317,80.133833,Chennai
wb-way-820175629,820175629,way,Unnamed Pond (wb-way-820175629),pond,pond,12.967082,80.235914,Chennai
wb-way-834888383,834888383,way,Unnamed Pond (wb-way-834888383),pond,pond,13.121207,80.16212,Chennai
wb-way-836835728,836835728,way,Thandurai Pond Lake,lake,pond,13.098448,80.058512,Chennai
wb-way-840519180,840519180,way,Unnamed Pond (wb-way-840519180),pond,pond,13.11901,80.161773,Chennai
wb-way-840880636,840880636,way,Unnamed Basin (wb-way-840880636),basin,basin,13.160467,80.270685,Chennai
wb-way-840880637,840880637,way,Unnamed Basin (wb-way-840880637),basin,basin,13.172374,80.276536,Chennai
wb-way-840880638,840880638,way,Unnamed Basin (wb-way-840880638),basin,basin,13.175744,80.28094,Chennai
wb-way-840880639,840880639,way,Unnamed Basin (wb-way-840880639),basin,basin,13.175453,80.280672,Chennai
wb-way-840880646,840880646,way,Unnamed Basin (wb-way-840880646),basin,basin,13.177033,80.281015,Chennai
wb-way-840880647,840880647,way,Unnamed Basin (wb-way-840880647),basin,basin,13.17714,80.280393,Chennai
wb-way-840880648,840880648,way,Unnamed Basin (wb-way-840880648),basin,basin,13.177093,80.280663,Chennai
wb-way-840880649,840880649,way,Unnamed Basin (wb-way-840880649),basin,basin,13.171897,80.270023,Chennai
wb-way-840880650,840880650,way,Unnamed Basin (wb-way-840880650),basin,basin,13.17191,80.269513,Chennai
wb-way-843255609,843255609,way,Unnamed Basin (wb-way-843255609),basin,basin,13.04015,80.047888,Chennai
wb-way-843608975,843608975,way,Unnamed Pond (wb-way-843608975),pond,ditch,13.114868,80.164441,Chennai
wb-way-847263340,847263340,way,Unnamed Reservoir (wb-way-847263340),reservoir,reservoir,12.960978,80.213441,Chennai
wb-way-856305213,856305213,way,Unnamed Pond (wb-way-856305213),pond,pond,12.955741,80.128896,Chennai
wb-way-864059072,864059072,way,Unnamed Pond (wb-way-864059072),pond,water,12.955617,80.177945,Chennai
wb-way-864059073,864059073,way,Moovarasampettai Lake,lake,water,12.964062,80.180978,Chennai
wb-way-864059074,864059074,way,Unnamed Pond (wb-way-864059074),pond,water,12.960399,80.179194,Chennai
wb-way-864059075,864059075,way,Unnamed Pond (wb-way-864059075),pond,water,12.959767,80.178996,Chennai
wb-way-876012418,876012418,way,Unnamed Pond (wb-way-876012418),pond,wastewater,12.958018,80.233633,Chennai
